Precio,Terreno,Construido,Año_Construccion,densidad_barrio,colegio_15m,jardin_15m,trabajo_15m
2326,159,102,2004,91.156179,0,1,0
1450,184,49,2008,3.314876,0,1,0
1177,124,46,1988,233.513785,0,1,0
2600,186,90,2000,137.536656,0,0,0
2860,211,68,1971,68.939128,1,1,0
1333,190,65,1981,68.880185,0,1,0
3146,473,213,2003,54.06001,0,1,0
1932,122,100,1999,246.882498,0,1,0
1868,138,74,2006,185.554877,0,1,0
5355,191,89,1979,75.915643,0,1,0
1155,259,174,1981,113.212687,0,1,0
1459,161,67,1994,258.768641,0,1,0
1113,153,54,1981,122.607952,0,1,0
2841,147,60,1972,61.40348,0,1,1
6455,456,158,2012,75.919295,1,1,0
1258,136,48,1992,150.691518,0,1,0
13228,432,214,1998,61.865255,0,1,0
1843,114,65,2012,84.665589,0,0,0
4895,241,90,1979,113.306118,1,1,0
2156,160,80,2001,585.860268,0,1,0
4386,265,177,1998,83.27695,0,1,0
1328,160,70,1972,190.632472,0,1,0
3150,244,108,2008,0.038424,0,0,0
16831,263,88,1951,108.884724,0,1,0
6009,252,99,1971,61.748786,0,1,0
3473,284,100,2009,38.710138,0,0,0
2600,171,90,2002,143.64208,0,1,0
2861,239,101,1994,132.983372,0,1,0
2658,182,139,2005,146.087008,0,1,0
18837,630,294,2000,31.034353,0,1,1
1101,136,42,1984,165.928191,0,1,0
1704,270,98,1998,121.889997,0,1,0
1181,111,78,2005,207.38966,0,0,0
2658,151,122,2008,196.951223,0,0,0
1927,98,63,2009,220.42206,0,0,0
2149,199,65,1991,149.527288,0,1,0
1721,94,50,2003,270.959309,0,1,0
2469,141,101,2004,224.328248,0,1,0
1354,215,95,1999,125.214531,0,1,0
1023,200,88,1978,177.762933,0,1,0
3684,5102,120,2008,14.201444,0,0,0
13927,815,269,2001,31.79222,1,1,0
1600,235,71,2007,140.93366,0,1,0
1726,167,125,1959,188.286157,1,1,0
1660,112,73,2008,139.874871,0,0,0
7381,424,118,1980,57.919664,0,1,0
1679,300,136,1959,126.847715,0,1,0
7141,378,135,1979,65.089339,0,1,0
3986,297,140,1998,100.712796,0,1,0
1173,147,91,1998,185.403696,0,1,0
6830,443,160,1991,50.958139,0,1,0
2993,159,102,2003,76.256374,0,1,0
1530,169,61,1968,203.673882,0,1,0
1560,101,58,2012,45.339758,0,1,0
1563,102,63,1992,371.313107,0,1,0
4490,349,86,1950,79.429298,0,1,0
1774,380,140,1987,59.233485,0,1,1
3469,226,100,2003,4.635395,0,0,0
4154,586,285,1996,53.427445,0,1,0
1350,253,67,1974,122.656688,0,1,0
1350,152,70,1981,24.463555,0,1,0
1914,108,79,2008,192.260843,0,1,0
1682,128,48,1990,215.917609,0,1,0
2533,224,105,2005,131.52005,0,0,0
7140,300,92,1998,69.95498,0,1,0
1950,166,77,2009,194.673963,0,1,0
8530,536,407,1932,432.430341,0,1,0
1184,176,83,1960,105.282496,0,1,0
1842,128,84,1994,230.295412,0,1,0
1574,224,109,2001,236.823853,0,1,0
4684,526,92,1993,50.005921,0,1,0
1440,121,70,1952,189.692204,0,1,0
1094,216,227,1999,180.588779,0,1,0
1379,149,59,2008,3.314876,0,1,0
2944,375,131,1977,164.097028,0,1,0
10288,512,252,1982,49.426607,1,1,0
3990,150,85,1941,259.973842,0,1,0
2734,193,64,1987,29.580011,0,1,0
3200,412,228,2009,56.709314,0,1,0
1335,148,60,1993,166.317676,0,1,0
1568,128,45,1994,195.746487,0,1,0
1355,110,58,2009,200.754757,0,1,0
1068,128,45,1990,233.390391,0,1,0
5318,303,155,2000,39.881565,1,1,0
1712,133,69,2009,216.394953,0,1,0
3855,220,82,1971,89.220838,0,1,0
1357,153,109,1998,129.972898,0,1,0
1101,192,121,1933,125.619508,0,1,0
6543,344,149,1985,83.330944,0,1,0
2258,133,89,2010,193.269114,0,1,0
24000,802,404,2000,20.65074,1,0,0
1500,106,70,2001,198.176771,0,1,0
2110,200,64,1970,79.327824,0,1,0
7736,10598,559,1952,111.530327,0,1,0
1142,185,77,1990,152.541747,0,1,0
2403,160,89,2012,95.734177,0,1,0
4090,760,127,1960,71.076831,0,1,1
1379,169,80,1986,167.007748,0,1,0
1387,90,67,2009,139.357677,0,1,0
1750,274,65,1963,98.623499,0,1,1
1911,133,88,2010,209.966284,0,1,0
2830,195,98,2002,143.64208,0,1,0
1956,121,82,2008,42.323901,0,1,0
6064,634,284,1951,51.236481,0,1,0
10451,128,63,2003,240.037702,0,1,0
1532,114,60,2011,16.20699,0,0,0
1839,123,78,1959,237.988974,0,1,0
2400,230,180,1987,162.906231,0,1,0
1136,131,47,1983,134.421815,0,1,0
2213,135,90,2008,110.532328,0,1,0
2014,150,70,1995,69.112342,0,1,0
1219,95,57,2009,62.430708,0,0,0
1495,123,66,2009,84.665589,0,0,0
1506,90,71,2008,336.744073,0,1,0
1454,145,45,1992,224.60972,0,1,0
2790,257,62,1974,85.811328,0,1,0
1366,133,55,1989,199.131383,0,1,0
2273,107,67,2012,2.549733,0,0,0
1093,120,60,1975,209.79357,0,1,0
1949,204,161,1954,116.310241,0,1,0
1850,146,85,1998,188.58573,0,1,0
1441,145,61,1980,152.549149,0,1,0
2877,143,115,2011,29.924992,0,0,0
14000,921,312,1988,16.689565,1,0,0
3183,113,79,2001,207.410875,0,1,0
9100,492,146,1987,67.101039,0,1,0
12500,291,140,1912,273.910291,0,1,0
4220,222,101,1987,102.561786,0,1,0
1816,170,60,1997,156.765539,0,1,0
1526,173,103,1998,214.643734,0,1,0
1795,104,64,2009,2.549733,0,0,0
2625,191,73,1978,86.085453,0,1,0
2210,240,151,1971,185.029504,0,1,0
23000,4690,1072,2004,1.947438,0,0,0
1375,79,76,1998,366.799391,0,1,0
2224,128,45,1990,232.272749,0,1,0
6872,614,179,1977,73.680234,1,1,0
1494,167,110,1984,449.342324,0,1,0
1381,204,96,1998,123.820962,0,1,0
1823,566,236,1986,32.534461,0,1,1
2080,133,85,2010,230.163579,0,1,0
1004,76,48,2003,331.662186,0,1,0
4240,1119,250,1930,56.368426,0,1,0
7536,405,220,1930,172.239933,0,1,0
1952,187,70,1995,159.183392,0,1,0
2963,275,83,2003,85.361599,0,1,0
1184,211,80,1963,98.725047,0,1,0
1027,180,75,1998,182.854543,0,1,0
1948,131,77,2009,33.279178,0,1,0
1290,143,101,1997,175.48343,0,1,0
1700,104,65,2012,84.665589,0,0,0
2000,228,40,1979,68.903692,0,1,0
1649,112,70,2012,95.734177,0,1,0
1672,180,61,1992,136.619162,0,1,0
1100,225,103,1983,78.031104,0,1,0
1126,153,71,1980,168.035727,0,1,0
8924,308,146,1965,25.715118,1,1,0
1380,104,57,2010,8.285758,0,0,0
22348,1406,540,1998,11.931712,0,0,0
2390,165,90,2012,84.665589,0,0,0
1401,136,42,1984,141.663251,0,1,0
3690,237,108,2008,116.825981,0,0,0
15032,813,232,1997,3.572774,0,0,0
4300,189,110,2000,102.292461,1,1,0
1518,163,63,2007,186.45803,0,1,0
4600,274,119,2009,62.277516,0,1,0
3040,506,100,1952,74.457692,1,1,0
1453,538,64,1964,134.558348,0,1,0
13563,294,83,1950,62.165008,0,1,0
1922,130,81,2008,33.978921,0,1,0
13800,444,242,2001,61.766232,0,1,0
3135,287,119,2007,139.937839,0,0,0
1285,161,81,2000,160.439074,0,1,0
1770,295,70,1974,83.312173,0,1,0
1681,189,83,1992,288.920655,0,1,0
1500,250,175,1970,149.154942,0,1,1
4667,283,131,2011,34.592071,0,1,0
1134,121,71,2003,132.347464,0,1,0
1500,156,54,2002,216.062877,0,1,1
7567,330,138,2008,24.518096,0,0,0
11332,456,139,1970,64.703736,1,1,0
1184,179,162,1998,162.84411,0,1,0
1838,118,80,2007,229.548245,0,1,0
4000,305,139,1967,78.525958,1,1,0
1262,118,103,1999,72.710327,0,1,0
2292,3086,103,1963,10.571438,0,1,0
29500,1171,476,2001,28.684277,1,0,0
2120,199,67,1993,140.224851,0,1,0
1009,325,48,1970,92.537539,0,1,0
1395,93,66,2006,320.150441,0,1,0
1732,136,72,1992,189.86782,0,1,0
1420,367,88,1952,56.849482,0,1,0
2624,254,113,1959,83.625146,0,1,0
3064,139,104,2001,162.359863,0,1,0
1901,122,89,2008,210.784652,0,0,0
1725,207,84,1935,139.608046,0,1,0
2297,176,63,1991,136.065653,0,1,0
1440,382,114,1962,59.690013,0,1,1
1309,483,154,1956,58.230322,0,1,0
12100,600,220,1957,14.393239,1,1,1
1001,101,79,2008,24.463555,0,1,0
2950,178,75,1998,180.379224,0,1,0
1907,137,112,1998,207.169971,0,1,0
1304,128,45,1991,148.564879,1,1,0
17444,356,143,1967,19.197948,0,1,1
2250,127,88,2007,112.876257,0,1,0
1009,126,45,1992,256.078715,0,1,0
1072,174,74,1998,207.495392,0,1,0
1100,87,54,2009,53.095007,0,1,1
4173,233,149,2009,62.277516,0,1,0
1651,241,98,1981,46.003014,0,1,0
7513,697,187,2008,37.597259,0,0,0
1355,270,57,1981,84.267851,0,1,0
3684,318,141,1928,172.430123,0,1,0
7300,300,197,1998,54.496432,0,1,0
17816,887,211,1997,33.881982,0,0,0
12990,428,130,1970,96.585573,0,1,1
2941,147,132,2010,180.183349,0,1,0
1169,132,48,2006,60.262893,0,1,0
1867,180,64,1995,154.392507,0,1,0
5040,1000,229,1984,61.043086,0,1,0
1286,131,63,2000,66.235252,0,1,0
1245,175,69,1969,142.185813,0,1,0
2366,180,90,1990,107.550142,0,1,0
1173,114,46,1986,211.047698,0,1,0
4523,320,140,2003,4.635395,0,0,0
14576,113,153,1955,44.448804,1,1,0
3400,156,100,1986,85.142678,0,1,0
1197,133,123,1980,160.492399,0,1,0
2001,106,96,1930,21.074043,0,1,0
2436,350,169,1962,73.4391,0,1,0
3164,131,115,2010,29.924992,0,0,0
2251,321,168,1980,109.832518,0,1,1
1753,122,89,2008,38.201318,0,1,0
1684,190,68,2007,127.736799,0,0,0
1008,121,46,1992,233.099783,0,1,0
2220,141,71,2012,8.285758,0,0,0
2654,155,129,2008,217.635961,0,1,0
7067,501,229,1998,85.52785,0,1,0
1195,130,51,1997,312.935398,0,1,0
5758,266,138,1972,78.497047,0,1,0
32956,1242,1411,1953,18.845249,0,1,0
18816,1065,290,1994,18.608938,0,0,0
3588,297,152,1954,188.928689,1,1,0
5918,395,151,1998,34.592071,0,1,0
6899,748,154,1958,92.370755,1,1,0
11213,479,229,1969,170.341376,1,1,0
1950,332,72,1984,56.681303,0,1,0
3298,425,67,1930,282.420444,0,1,0
5800,288,143,1997,60.587946,0,1,0
2083,183,134,1990,58.737752,0,1,0
2048,312,101,1967,57.513762,0,1,0
1135,92,50,2010,8.285758,0,0,0
1734,160,115,1998,166.449208,0,1,0
1719,127,72,2000,201.819713,0,1,0
4205,210,79,1979,106.687081,0,1,0
2052,139,75,1990,120.763761,0,1,0
1665,210,70,1982,50.1812,0,1,0
1331,145,80,2007,7.127352,0,0,0
2667,407,36,1985,138.026163,0,1,0
17891,504,208,1999,70.166129,1,1,0
7300,377,140,1998,71.96558,0,1,0
1309,151,61,1981,171.002228,0,1,0
1144,350,231,1983,156.507694,0,1,0
3050,328,96,1955,87.007746,0,1,0
5411,538,174,1987,75.052996,0,1,0
1860,312,86,1987,97.224513,0,1,0
3845,388,68,1958,82.496301,0,1,0
1135,135,73,1999,297.076316,0,1,0
1327,127,76,2005,226.372505,0,1,0
1185,146,77,1998,205.731502,0,1,0
1063,99,89,2009,99.691406,0,1,0
4121,200,135,1987,86.519602,0,1,0
1118,112,79,2001,201.201555,0,1,0
5093,220,60,1971,89.220838,0,1,0
1270,261,112,1982,232.017397,0,1,0
1867,192,204,2008,84.12182,0,1,0
1679,116,77,2009,116.585483,0,1,0
3022,259,91,2005,102.537086,0,1,0
7360,396,131,1993,63.700457,1,1,0
3500,309,108,2002,69.89356,0,1,0
6081,220,138,1987,155.476211,0,1,0
3957,1000,138,1969,52.375576,0,1,0
17710,743,337,1974,52.409139,1,1,0
1202,112,83,2007,34.607209,0,0,0
1466,103,66,2007,169.802839,0,1,0
38424,1226,283,1930,179.370795,1,1,1
10762,243,118,1982,108.884724,0,1,0
8276,226,139,1996,112.163369,0,0,0
3103,120,110,2007,206.647358,0,1,0
6433,550,140,2012,1.393784,0,0,0
5736,483,140,2001,61.202844,0,1,0
1554,138,96,1998,245.519316,0,1,0
1261,250,187,2004,157.40078,0,1,0
1524,300,70,1974,73.304283,0,1,0
1195,95,61,2005,276.661613,0,1,0
6740,320,182,1976,60.008257,1,1,0
1678,260,121,2008,101.721994,0,0,0
1655,108,71,2010,117.615592,0,0,0
6014,210,108,1953,90.188057,1,1,0
3651,176,72,1966,78.377113,1,1,0
3906,358,93,1960,83.754652,0,1,0
3709,600,129,1996,40.447625,0,1,0
6320,237,140,2000,68.067234,0,1,0
5171,2233,166,1987,10.648094,0,0,0
1639,98,66,2011,117.615592,0,0,0
21000,500,144,2011,414.489204,0,1,0
2026,555,96,1952,67.585369,0,1,0
1801,176,68,2010,150.284784,0,1,0
1035,124,48,2008,212.185487,0,1,0
2056,180,72,1968,65.058894,0,1,0
2746,120,115,2010,29.924992,0,0,0
1326,222,66,1980,174.971775,0,1,0
1714,62,78,2012,11.622707,0,1,0
1189,105,58,2006,169.802839,0,1,0
4288,242,111,1984,108.495662,0,1,0
1470,116,59,2010,158.208268,0,1,0
1172,77,51,2000,363.342258,0,1,0
3635,250,172,1939,276.081344,0,1,0
1988,132,108,2003,196.346972,0,1,0
5550,431,140,2011,2.737282,0,0,0
3453,544,100,1972,59.194525,0,1,0
5800,640,156,1982,50.762557,0,1,0
2145,121,86,2010,46.763408,0,0,0
1910,176,70,1967,104.165207,0,1,0
3870,182,43,1994,217.868203,0,1,0
1269,136,109,2009,204.932749,0,1,0
11900,781,335,1995,58.04029,0,1,0
3989,300,116,1986,54.496432,0,1,0
1258,120,121,1998,236.95819,0,1,0
14500,906,351,1982,55.773301,0,1,0
1280,93,60,2010,243.973907,0,0,0
2574,157,90,2004,190.471837,0,1,0
2192,146,91,2002,176.61266,0,1,0
5075,273,83,1968,86.920475,0,1,0
1255,204,116,1976,176.645807,0,1,0
2386,141,107,2008,190.758634,0,1,0
2110,136,110,2010,205.202424,0,1,0
2220,238,90,2009,89.471168,0,0,0
3055,504,209,1920,2.786354,0,1,0
1102,105,37,1982,81.661584,0,1,0
2200,136,87,2012,69.312377,0,1,0
2151,236,111,2008,134.095093,0,1,0
1450,137,56,1992,207.108185,0,1,0
1105,162,42,1974,74.97546,0,1,0
1108,78,44,1996,314.866547,0,1,0
1747,136,83,1998,141.158538,0,1,0
1440,88,51,2012,8.285758,0,0,0
1018,200,76,1985,147.919331,0,1,0
1975,136,110,2009,200.754757,0,1,0
7143,380,152,1974,39.22229,0,1,0
1667,128,69,2010,170.380502,0,1,0
1566,135,69,2007,164.261487,0,1,0
1313,256,85,1999,148.660634,0,1,0
7000,250,99,2001,86.761022,0,1,0
1269,171,92,2001,138.217717,0,1,0
4199,266,110,1986,64.94973,0,1,0
12000,684,243,1994,6.600309,0,0,0
3870,237,106,2008,62.277516,0,1,0
1864,198,72,2004,158.960171,0,1,0
2081,250,150,1972,86.750487,0,1,0
1342,153,57,1991,100.729927,1,1,0
2422,220,110,1996,188.576728,0,1,0
1650,129,70,2010,8.285758,0,0,0
2000,228,111,2008,125.780489,0,0,0
1930,122,109,2008,222.985178,0,0,0
1177,180,36,1978,177.78809,0,1,0
5691,220,117,1987,61.385241,0,1,0
1408,135,60,1986,176.728827,0,1,0
1788,550,111,1965,41.946536,0,1,0
1185,126,49,2008,206.439391,0,0,0
1438,250,66,1985,75.001284,0,1,0
6874,663,220,1990,20.126989,0,0,0
5940,403,140,2013,2.737282,0,0,0
1446,122,75,1998,223.022199,0,1,0
1398,162,101,1983,186.937847,0,1,0
4919,380,158,1994,91.43141,0,1,1
4809,1162,238,1980,36.197449,0,1,0
2035,128,88,2011,129.366993,0,1,0
1560,115,75,2008,223.875724,0,1,0
2243,449,61,1975,94.011089,0,1,0
2161,170,105,1998,133.209957,0,1,0
1841,162,62,1996,181.790718,0,1,0
1150,187,80,1968,205.754851,0,1,0
10486,720,179,1975,32.528792,0,1,0
4284,196,88,2011,2.936843,0,0,0
10240,4002,234,1999,13.442127,0,1,0
9972,431,139,1984,57.938528,0,1,0
7087,408,168,1999,55.617502,0,1,0
2813,450,80,1970,164.668992,0,1,0
1225,125,73,2006,251.282518,0,0,0
2475,241,105,2007,139.937839,0,0,0
3767,162,52,1983,188.488041,0,1,0
1107,135,44,1993,246.956981,0,1,0
2540,132,116,1998,198.327224,0,1,0
7766,287,66,1972,132.188701,1,1,0
1958,180,86,2002,127.216884,0,1,0
1210,172,67,1985,159.791297,0,1,0
1490,116,59,2010,175.11572,0,0,0
1863,193,74,1960,107.717243,0,1,0
1875,111,58,2012,8.285758,0,0,0
1106,120,76,1966,327.496391,0,1,0
2075,126,81,2008,42.323901,0,1,0
1653,160,87,1998,308.234546,0,1,0
2231,444,179,1930,83.385833,0,1,0
2780,135,107,2010,122.794553,0,1,0
2225,520,122,1958,59.618274,0,1,0
21473,5031,336,1984,23.980163,0,0,0
1100,136,45,1995,218.155456,0,1,0
1630,111,73,2008,139.874871,0,0,0
1119,130,53,1994,184.620534,0,1,0
2787,270,71,1978,93.739089,0,1,0
1263,101,44,1994,246.956981,0,1,0
1093,84,60,2005,48.775916,0,1,0
1288,78,61,1997,391.294208,0,1,0
6433,279,140,1970,103.917355,0,1,0
2724,208,113,2002,165.642849,0,1,0
1531,101,60,1977,202.854596,0,1,0
1883,141,112,2006,226.496234,0,1,0
5366,252,72,1974,72.24229,0,1,0
2857,286,100,1972,101.738765,0,1,0
1182,161,78,1981,143.166128,0,1,0
1569,193,43,1968,140.823175,0,1,0
2256,131,75,1989,171.458466,0,1,0
2322,360,60,1980,64.88058,0,1,0
34685,1404,490,1978,49.949663,1,1,0
1900,200,88,2007,143.639636,0,0,0
1196,92,48,1995,50.258913,0,1,0
1470,227,57,2008,226.688009,0,1,0
1840,134,59,2002,210.965793,0,1,0
1800,150,58,1980,170.669319,0,1,0
1963,149,62,1996,161.53757,0,1,0
1527,149,128,2001,179.311549,0,1,0
4023,347,124,2000,72.167917,0,1,0
1098,101,61,1997,269.186099,0,1,0
4944,148,166,1994,60.742356,0,1,0
9422,584,291,1948,30.599792,1,1,0
1799,135,78,2011,221.844164,0,1,0
1576,60,49,1996,218.566904,0,1,0
1535,131,76,2001,283.078746,0,1,0
1105,160,46,1990,138.403627,0,1,0
2569,188,70,1971,108.077455,0,1,0
2142,147,90,2011,125.521184,0,0,0
5990,412,141,1981,67.50409,0,1,0
1231,125,53,1994,243.957713,0,1,0
3832,258,96,1967,76.381723,0,1,0
1437,141,60,1981,130.854138,0,1,0
15526,510,284,1984,51.940803,0,1,0
6737,434,125,1985,63.39495,0,1,0
1314,208,64,1956,187.20624,0,1,0
2051,128,78,2012,95.734177,0,1,0
1487,102,61,2009,237.736688,0,0,0
2640,205,98,2000,137.536656,0,0,0
6448,566,169,2009,14.86577,0,0,0
1736,62,78,2012,11.622707,0,1,0
1503,135,96,1975,185.708764,0,1,0
7600,511,150,2006,14.86577,0,0,0
1326,247,62,1978,141.661786,0,1,0
1314,140,45,1994,215.909856,0,1,0
2498,246,90,2011,125.521184,0,0,0
3233,310,98,1993,86.366995,0,1,0
2411,151,80,1927,93.929681,0,1,0
3083,242,115,2007,40.066924,0,0,0
2430,151,85,2008,133.59607,0,1,0
1900,290,119,1998,97.270162,0,1,0
1037,600,80,1985,62.809964,0,1,0
1082,94,55,2005,310.012762,0,1,0
1225,127,43,1990,262.249522,0,1,0
5292,592,140,2007,1.393784,0,0,0
1770,108,79,2008,117.615592,0,0,0
1764,158,54,1991,217.222516,0,1,0
2090,136,110,2010,205.202424,0,1,0
1088,99,50,2004,256.678234,0,1,0
8137,196,121,1964,182.330923,1,1,0
1313,106,69,2001,376.664877,0,1,0
1115,108,54,2007,278.751393,0,0,0
10700,480,258,1926,408.819933,0,1,0
1061,80,50,2002,121.982489,0,1,0
24507,805,221,1985,49.802723,0,1,0
9776,400,198,1950,24.661656,1,1,0
1796,264,160,2008,102.573049,0,1,0
1602,200,72,1993,125.214531,0,1,0
1193,158,50,1995,186.339881,0,1,0
1110,130,73,2010,126.277988,0,1,0
1857,250,102,1951,193.521495,0,1,0
1110,66,56,1981,348.818286,0,1,0
5311,250,94,1960,291.757862,0,1,0
4872,272,148,1998,59.904122,0,1,0
1202,200,116,1998,188.576728,0,1,0
1200,123,45,1991,200.116928,0,1,0
4409,268,106,2011,62.277516,0,1,0
2696,315,145,1953,41.605628,0,1,0
1319,162,78,1981,76.892736,0,1,0
2481,179,94,2002,85.873388,0,1,0
1048,124,25,1998,193.825896,0,1,0
1660,134,67,2004,23.089612,0,1,0
1115,145,45,1997,383.522704,0,1,0
1365,210,88,2006,131.468729,0,1,0
1735,121,83,2002,229.496726,0,1,0
5041,210,124,1999,188.286157,1,1,0
1123,122,52,1994,77.26329,0,1,0
1127,146,60,1998,251.337445,0,1,0
5450,371,150,2001,24.036163,0,1,0
1749,140,73,2003,239.075473,0,0,0
1053,230,110,1998,105.643431,0,1,0
1607,99,66,2011,113.294101,0,0,0
1347,100,71,1945,235.725317,0,1,0
1133,190,65,2007,169.920197,0,1,0
2251,137,84,2011,95.734177,0,1,0
6730,406,168,2011,65.301152,1,1,0
6814,192,122,1955,43.809351,1,1,0
1215,152,50,2009,33.969678,0,0,0
1620,170,62,1981,61.521851,0,1,0
12000,620,198,1995,36.088704,0,0,0
1310,258,91,1983,46.450263,0,1,0
2677,504,294,1952,61.175602,0,1,0
8821,236,140,1960,150.737772,0,1,0
2530,131,87,2012,69.312377,0,1,0
1770,126,77,2009,33.279178,0,1,0
9221,592,213,1989,7.845967,1,0,0
6293,181,70,1969,209.920468,1,1,0
1047,300,82,1975,92.849663,0,1,0
4705,343,116,1981,90.476944,0,1,0
3994,251,84,1990,122.536367,0,1,0
3638,248,107,1952,272.316914,0,1,0
1564,134,48,2005,197.117986,0,1,0
1639,250,106,1979,158.02899,0,1,0
1314,145,56,2001,41.264789,0,1,0
1869,403,140,1985,42.312959,0,1,1
1513,93,76,2009,206.484497,0,0,0
5238,687,98,1979,39.22229,0,1,0
1158,120,48,1982,239.737062,0,1,0
1181,178,154,1998,179.031506,0,1,0
1950,265,291,1980,65.610789,0,1,0
3501,310,108,2003,37.347701,0,0,0
6309,270,225,1975,347.687847,1,1,0
2668,156,92,2011,167.653942,0,0,0
3140,156,114,1957,344.183913,0,1,0
2407,137,109,2008,217.635961,0,1,0
2430,172,123,2010,205.202424,0,1,0
2220,125,86,2010,60.262893,0,1,0
5500,389,140,2012,62.277516,0,1,0
1513,110,70,2007,245.165604,0,0,0
1278,162,36,1980,194.511551,0,1,0
1727,122,89,2008,222.985178,0,0,0
1900,136,77,2010,239.440376,0,1,0
2850,166,131,2006,181.22839,0,1,0
2278,181,162,2011,147.38625,0,1,0
7224,459,253,1948,15.752004,1,1,0
2302,611,233,2004,48.854901,0,0,0
1790,210,62,1987,148.181059,0,1,0
19228,536,184,1985,321.993451,0,1,0
1336,158,94,1998,78.267746,0,1,0
1461,100,66,2005,291.724194,0,1,0
1115,254,59,1981,47.811536,0,1,0
6347,516,194,2007,1.393784,0,0,0
1339,346,157,1982,193.071894,0,1,0
1713,116,77,2009,239.440376,0,1,0
1311,136,94,1975,238.73325,0,1,0
1802,114,66,2008,169.802839,0,1,0
1408,111,62,2002,184.972394,0,1,0
5924,232,200,1943,298.425349,0,1,0
2343,288,193,2003,88.45886,0,1,0
3020,126,67,2005,164.261487,0,1,0
2177,140,87,2011,177.026852,0,1,0
1998,140,82,2012,19.660898,0,0,0
2000,1609,602,1984,19.775946,1,1,0
1031,80,48,1994,368.663373,0,1,0
1139,210,47,1980,130.050858,0,1,0
3162,238,117,2010,229.48852,0,1,0
7685,256,155,1986,61.876022,1,1,0
7876,1439,224,2003,14.201444,0,0,0
8398,196,139,2006,49.190471,1,1,0
2250,135,86,2012,165.850629,0,1,0
1676,980,85,2010,72.251423,0,1,0
1502,182,54,1992,167.769469,0,1,0
7026,1710,140,1975,15.073186,0,0,0
1978,175,105,2010,170.200028,1,1,0
13326,430,159,1997,52.481921,1,1,0
4291,239,70,1968,104.165207,0,1,0
1312,197,66,1968,142.748212,0,1,0
2600,152,90,2004,161.047915,0,0,0
3141,140,115,2010,29.924992,0,0,0
2400,164,110,1972,263.48504,0,1,0
1288,128,49,2011,150.336868,0,0,0
1210,116,59,2009,228.515894,0,0,0
3183,108,110,1970,208.629749,1,1,0
7707,444,163,1982,13.740672,0,1,0
1571,172,91,2000,64.370576,0,1,0
1006,119,83,2007,34.607209,0,0,0
4503,223,110,1950,110.633067,1,1,0
1443,89,65,2005,222.366486,0,1,0
9921,701,363,1956,194.343809,1,1,0
2137,177,116,1995,193.853543,0,1,0
1164,128,48,1990,152.419599,0,1,0
1970,118,76,2007,169.802839,0,1,0
1250,125,53,1998,187.34709,0,1,0
3913,288,62,1974,91.378901,0,1,0
2139,224,85,2008,117.615592,0,0,0
8150,464,246,1952,41.565065,1,1,0
1743,120,109,2008,210.784652,0,0,0
12700,490,171,1994,34.876414,1,1,0
8264,351,128,1951,56.723571,1,1,0
8017,490,193,1994,63.124262,0,1,0
1800,270,62,1974,87.208306,0,1,0
1084,106,44,1991,252.447856,0,1,0
1646,88,41,1994,329.640568,0,1,0
2652,273,100,2009,42.537649,0,0,0
1238,124,56,2000,383.454637,0,1,0
1338,212,80,1986,120.436781,0,1,0
19011,443,260,2009,70.166129,1,1,0
1107,300,50,1970,90.386377,0,1,0
4460,286,108,2002,111.171956,0,1,0
11672,603,267,1996,49.193904,1,1,0
2594,373,132,1930,102.029465,0,1,0
3727,652,102,1993,14.992758,0,1,0
6138,457,151,1998,34.592071,0,1,0
1690,114,41,1980,191.347928,0,1,0
1619,153,55,1981,150.285572,0,1,0
1187,129,90,2001,88.256328,0,1,0
1616,185,58,1997,152.310962,0,1,0
3481,252,87,1985,49.914667,0,1,0
1310,97,57,2009,273.791459,0,0,0
1989,257,94,1998,36.137351,0,1,0
2081,128,78,2012,95.734177,0,1,0
1082,170,65,1993,239.202605,0,1,0
7682,434,190,2011,62.815347,0,1,0
1108,138,61,2001,188.546167,0,1,0
7069,306,180,1997,33.238561,0,1,0
8343,446,188,2002,156.848492,0,1,0
6785,389,204,1924,398.740497,0,1,0
3446,527,39,1974,158.378805,0,1,0
3322,195,107,1960,85.088327,0,1,0
1344,216,64,1994,113.024651,0,1,0
2631,193,64,1971,118.100322,0,1,0
1558,175,61,2001,173.85325,0,1,0
2415,240,91,1995,24.943763,0,1,0
1611,102,64,2010,16.20699,0,0,0
1519,133,102,1998,209.742127,0,1,0
5288,231,90,1971,54.713794,0,1,0
1315,105,58,2006,169.802839,0,1,0
2095,185,132,2008,156.755987,0,1,0
1165,248,55,1977,103.814689,0,1,0
2296,132,89,2010,180.183349,0,1,0
1410,116,59,2009,228.515894,0,0,0
2432,129,69,2010,170.380502,0,1,0
1144,74,41,1992,397.483366,1,1,0
3542,140,112,1969,49.355479,0,1,0
1757,149,50,1976,146.498558,0,1,0
1213,167,47,1994,189.551933,0,1,0
1070,104,54,2008,234.88818,0,0,0
9895,503,167,1935,87.250288,0,1,0
1210,85,45,1994,341.186791,0,1,0
1328,331,68,1995,76.804534,0,1,0
2550,245,106,1982,102.869221,0,1,0
3443,252,85,1970,97.827192,0,1,0
2304,260,68,1961,89.684393,0,1,0
1077,231,87,1998,168.411557,0,1,0
2000,182,69,1980,136.859965,0,1,0
2933,287,70,1940,125.619508,0,1,0
1562,70,68,1968,188.460226,0,1,0
1135,125,72,2007,222.985178,0,0,0
1520,117,84,2005,165.850629,0,1,0
