Precio,Terreno,Construido,Año_Construccion,densidad_barrio,colegio_15m,jardin_15m,trabajo_15m
1286,114,60,2010,2.751447,0,1,0
2252,200,104,1999,158.547162,0,1,0
1290,158,78,1998,158.460802,1,1,0
4048,252,72,1970,82.594178,0,1,0
1041,360,112,1982,141.479289,0,1,0
8017,149,43,1993,273.203998,0,1,0
1756,84,80,2010,298.62259,0,1,0
1379,162,37,1975,147.063008,0,1,0
2770,264,119,1983,85.103397,0,1,0
1304,114,55,2011,16.20699,0,0,0
1911,121,83,2002,229.496726,0,1,0
8927,444,184,2011,59.637984,1,1,0
1515,143,56,1998,83.614988,0,1,0
6190,253,140,1948,165.298471,0,1,0
11684,968,140,1972,11.155197,0,1,0
4796,633,140,2007,3.918788,0,1,0
22000,870,250,1993,28.759243,1,0,0
3986,625,212,2009,50.1812,0,1,0
2832,260,103,2007,40.066924,0,0,0
1299,135,100,2002,170.618863,0,1,0
5746,276,140,2009,5.004361,0,0,0
1093,149,55,1981,168.060119,0,1,0
1571,188,150,1985,135.975198,0,1,0
3723,255,109,1996,138.597245,0,1,0
5005,1000,143,1993,39.598834,0,1,0
1090,71,51,2000,363.342258,0,1,0
2980,153,115,2010,29.924992,0,0,0
1447,130,150,1998,264.367014,0,1,0
1026,160,78,1966,179.836331,0,1,0
1742,343,80,1949,45.45898,0,1,0
2372,197,88,2007,157.076779,0,1,0
7950,283,138,2005,70.975591,0,0,0
1202,203,91,1971,186.465811,0,1,0
11370,600,231,1978,69.044229,0,1,0
3124,219,107,2011,34.592071,0,1,0
1650,164,40,1977,204.855524,0,1,0
2747,153,158,1998,121.579248,0,1,0
4654,10598,559,1952,111.530327,0,1,0
2224,130,63,1981,184.078556,0,1,0
1750,180,72,2007,198.340366,0,1,0
3194,332,153,1952,209.057512,0,1,0
2396,203,78,1973,132.561825,0,1,0
4250,211,122,1956,80.329878,0,1,0
5851,316,172,1994,68.067234,0,1,0
2048,176,67,2003,148.02552,0,1,0
2109,200,75,1970,98.198991,0,1,0
1447,100,86,1983,192.91633,0,1,0
1340,117,54,2008,115.004019,0,0,0
6053,519,140,2011,57.725479,0,0,0
1834,133,89,2010,215.052449,0,1,0
8422,565,185,2012,2.737282,0,0,0
4638,388,192,1987,72.014326,0,1,0
5930,345,140,1970,80.57366,0,1,0
2804,200,93,1991,156.876939,0,1,0
18650,800,385,2001,34.552391,0,1,0
1105,66,59,2004,207.38966,0,0,0
7684,412,193,1981,62.869941,0,1,0
4292,186,147,1988,45.807995,0,1,0
1154,288,70,1974,91.378901,0,1,0
1575,250,62,1965,223.771565,0,1,0
2980,424,36,1980,89.306467,0,1,0
2377,83,38,1998,414.281527,0,1,0
1267,600,137,2005,179.630725,0,1,0
11700,594,273,2002,71.42886,0,1,0
1879,152,70,2010,8.285758,0,0,0
1780,200,109,1985,122.960395,0,1,0
1200,423,164,1938,64.191094,0,1,0
1595,146,87,1995,222.708021,0,1,0
2089,134,90,2012,19.660898,0,0,0
9451,302,210,2008,51.965948,1,1,0
3812,322,68,1969,76.370471,0,1,0
1397,300,73,1983,89.019957,0,1,0
2710,192,76,1940,102.029465,0,1,0
2000,181,98,2011,121.570054,0,1,0
4198,222,89,1970,69.402929,1,1,0
1547,236,63,1987,113.009969,0,1,0
5319,552,247,1980,54.72639,0,1,0
1927,140,85,2009,43.612511,0,1,0
2386,266,85,2001,322.08432,0,1,0
4555,383,135,2011,16.181725,0,0,0
3772,180,121,1985,49.028883,0,1,0
7537,788,383,2008,60.992697,0,1,0
3325,75,40,1990,295.718826,0,1,0
3189,477,140,2012,79.981329,0,1,0
3303,505,70,1963,79.718558,0,1,0
2095,119,85,2006,183.075731,0,1,0
20362,963,168,1989,20.602359,1,1,0
11400,933,108,1986,17.992837,0,1,0
1750,250,124,1986,108.894976,0,1,0
1110,479,118,1976,25.583946,0,1,0
12340,715,245,2002,57.139453,1,1,0
16605,446,124,1976,58.780361,0,1,0
3200,249,126,2001,46.821763,0,0,0
6560,251,120,1972,63.645953,0,1,0
2131,142,62,1998,233.040592,0,1,0
4200,283,108,2002,69.89356,0,1,0
1299,184,154,1900,137.406962,0,1,1
3010,151,135,2009,146.596839,0,1,0
1614,170,83,1982,161.519179,0,1,0
22637,1206,526,2005,31.035039,1,0,0
1992,299,156,2001,71.094064,0,1,0
7054,486,124,1998,66.916107,0,0,0
5786,160,148,2006,89.220838,0,1,0
4550,498,102,1993,50.005921,0,1,0
3483,175,124,2005,128.743719,0,1,0
5438,360,136,1998,78.040994,1,1,0
1378,126,49,2008,235.322496,0,0,0
1092,128,44,1991,157.679804,0,1,0
1070,70,54,1997,306.261623,0,1,0
1322,146,45,1990,205.497708,0,1,0
1021,129,53,1943,177.821432,0,1,0
4465,158,152,1953,484.558451,1,1,0
3474,765,116,1975,87.902381,0,1,0
1612,113,45,1992,286.356517,0,1,0
2426,140,87,2012,69.312377,0,1,0
1679,78,61,1997,412.920044,0,1,0
1164,176,58,1998,232.081921,0,1,0
2853,183,93,1980,85.281632,1,1,0
1460,146,55,2011,75.018578,0,1,0
1700,191,63,1997,152.310962,0,1,0
5900,198,98,2000,116.163329,0,0,0
1017,124,68,1981,153.734996,0,1,0
1682,197,58,1997,256.90274,0,1,0
5255,400,138,1968,72.725839,0,1,0
3938,180,62,1998,164.965807,0,1,0
2085,140,80,1989,153.002909,0,1,0
1129,248,148,1972,109.814749,0,1,0
2605,167,68,2012,2.549733,0,0,0
1870,151,61,1993,184.646678,0,1,0
1702,122,89,2008,210.784652,0,0,0
1420,144,61,2009,175.163782,0,1,0
2181,196,96,2004,150.117741,0,1,0
1052,117,90,1930,223.063993,0,1,0
1142,190,56,2007,163.6669,0,1,0
36793,2000,692,1987,4.014534,0,0,0
5143,262,101,1980,60.404069,1,1,0
2320,133,102,1998,209.742127,0,1,0
4198,368,73,1975,87.111073,0,1,0
1768,135,108,2003,212.427447,0,1,0
1150,74,49,2005,346.556742,0,1,0
2270,135,55,1986,202.682482,0,1,0
1346,200,111,2011,116.998214,0,1,0
1547,228,80,1955,109.267923,0,1,0
1492,136,60,1981,178.361552,0,1,0
4060,5000,320,2005,37.347701,0,0,0
1434,258,70,1975,91.500535,0,1,0
5476,310,135,1984,83.788385,1,1,0
2302,139,109,2008,204.500945,0,1,0
5014,60,33,1989,457.161591,0,1,0
1640,500,70,1958,55.706929,0,1,0
2200,132,86,2008,229.548245,0,1,0
3339,505,147,1965,61.74213,0,1,0
4200,156,128,1969,163.253078,0,1,0
1882,127,73,2009,255.385955,0,1,0
1650,129,65,2012,84.665589,0,0,0
1036,100,51,2000,322.449658,0,1,0
4700,416,129,1970,63.224903,0,1,0
2640,207,62,1986,114.861832,0,1,0
2135,252,138,1930,139.843001,0,1,0
2036,700,199,1940,108.73229,0,1,0
9661,480,196,1990,30.465382,1,1,0
21000,525,244,1934,166.726352,1,1,0
1415,119,52,2011,10.951939,0,1,0
3732,301,137,1987,69.95498,0,1,0
5100,250,70,1976,96.815472,0,1,0
8400,287,132,2001,66.649282,0,1,0
1800,186,64,1969,166.601466,0,1,0
1107,71,57,1998,371.020951,0,1,0
1005,162,150,1981,217.270004,0,1,0
1576,145,61,1980,160.928492,0,1,0
1503,242,140,1983,150.143811,0,1,0
1800,360,140,1945,77.837443,0,1,0
1700,350,85,1965,133.613512,0,1,0
1137,288,143,1960,140.366379,0,1,0
1595,200,90,1920,125.619508,0,1,0
1233,119,84,2005,145.249025,0,1,0
16107,531,139,1970,134.017885,1,1,0
1100,91,56,2009,264.063585,0,1,0
1479,104,79,2009,52.406294,0,1,0
2510,216,98,1998,113.024651,0,1,0
3062,280,133,1969,109.129697,0,1,0
1037,132,82,2006,207.453724,0,0,0
2100,1526,396,1979,13.606726,0,0,0
1989,199,60,1993,131.614503,0,1,0
5520,506,249,1977,51.940803,0,1,0
3074,619,101,1960,28.664031,0,1,0
10459,600,226,1997,36.431046,1,1,0
1312,217,77,1927,62.797054,0,1,0
1750,114,78,2009,81.671164,0,0,0
3330,265,107,2011,34.592071,0,1,0
1106,217,91,1972,135.299975,0,1,0
1224,353,40,1974,91.11936,0,1,0
3500,202,134,2003,45.304943,0,1,0
2535,200,81,1990,159.092113,0,1,0
1555,190,68,2007,127.736799,0,0,0
3626,340,139,2006,88.020784,0,0,0
2295,127,85,1996,177.277152,0,1,0
1298,171,56,1993,162.805879,0,1,0
2236,138,83,2003,149.636722,0,1,0
1094,93,49,1999,311.069195,0,1,0
1440,242,62,1980,112.366818,0,1,0
1019,127,40,1989,342.419973,0,1,0
1172,140,98,2001,204.357582,0,1,0
2280,128,49,2007,84.665589,0,0,0
1650,98,66,2013,33.969678,0,0,0
2275,148,119,1915,341.492501,0,1,0
2103,152,93,2001,80.708622,0,1,0
2710,150,63,1980,191.246338,0,1,0
10000,377,187,1999,39.862611,0,0,0
1576,137,73,2003,216.770952,0,0,0
1024,175,52,2002,190.458093,0,1,0
11497,6684,27,1989,40.191504,0,1,0
2476,142,40,1989,40.790097,0,1,0
17500,449,202,1987,354.916107,0,1,0
6088,210,156,1958,137.78447,0,1,0
1096,513,167,1989,6.349797,0,0,0
1010,60,49,1996,334.615748,0,1,0
1511,202,65,2008,142.377433,0,1,0
4755,260,133,1980,237.242559,0,1,0
32097,4350,299,1987,5.162661,0,0,0
1326,187,85,1998,234.708797,0,1,0
2097,177,64,1981,134.426239,0,1,1
4976,818,166,1982,15.478656,1,1,0
1295,90,45,1978,174.986107,0,1,0
3190,142,58,2011,33.969678,0,0,0
1361,145,72,2000,201.819713,0,1,0
12400,218,229,2001,61.766232,0,1,0
3150,165,120,2009,207.413059,0,1,0
13000,399,228,2000,126.725204,1,1,0
1580,122,66,2002,34.607209,0,0,0
2681,130,115,2010,29.924992,0,0,0
7778,473,159,1956,57.895945,0,1,0
1650,1326,36,1990,18.835658,0,1,0
2494,285,90,2008,183.361267,0,0,0
1764,140,82,2012,19.660898,0,0,0
3582,508,40,1990,43.064088,1,1,0
8602,398,130,1964,67.847621,0,1,0
1675,111,79,2009,52.406294,0,1,0
21216,416,131,1987,53.122176,1,1,0
1371,250,90,1985,31.957773,0,1,1
1347,122,49,1988,178.227471,0,1,0
4474,124,83,2002,237.591068,0,1,0
3789,360,153,1984,58.608122,0,1,0
14338,576,206,1982,35.226571,1,1,0
2225,212,67,1996,145.336271,0,1,0
1905,116,73,2010,33.969678,0,0,0
1326,142,88,1945,240.079573,0,1,0
1009,180,39,1963,169.309994,0,1,0
1602,165,70,1962,139.007667,0,1,0
3499,245,84,2008,67.585849,0,0,0
1395,171,59,2008,206.439391,0,0,0
1222,100,50,1955,250.20744,0,1,0
1572,189,66,1968,142.748212,0,1,0
2035,145,69,2009,40.375825,0,0,0
2377,230,66,1970,101.820413,0,1,0
1200,105,46,1991,221.876,0,1,0
2000,210,108,1998,89.684393,0,1,0
1431,142,56,1984,184.237713,0,1,0
2242,139,107,2011,55.969603,0,0,0
4000,374,107,2011,34.592071,0,1,0
4050,2728,197,1998,1.699741,0,0,0
1726,1701,722,2012,31.71699,0,1,0
10080,401,173,2006,78.691664,0,1,0
4205,160,102,1954,484.558451,1,1,0
1343,160,68,1999,198.176771,0,1,0
4105,221,131,2009,152.771466,0,1,0
2300,135,86,2012,165.850629,0,1,0
1190,88,74,1998,287.48107,0,1,0
1858,170,47,1968,172.519195,0,1,0
1528,141,87,1987,181.944352,1,1,0
1106,106,47,2005,175.163782,0,1,0
1009,90,66,2003,301.394827,0,1,0
8955,600,173,2003,17.336483,0,0,0
9052,257,91,1951,108.884724,0,1,0
5016,240,172,1950,82.36162,0,1,0
1117,177,51,1984,181.514445,0,1,0
3328,390,209,1949,68.19577,0,1,0
1080,311,101,1960,198.79263,0,1,0
1241,162,94,2009,240.911172,0,1,0
1752,103,66,2008,169.802839,0,1,0
1839,149,89,2001,183.30372,0,0,0
2143,150,81,1998,180.379224,0,1,0
1800,133,76,2010,193.269114,0,1,0
4162,724,192,1997,99.685602,0,1,0
1117,223,135,1968,109.437456,0,1,0
2958,232,112,2011,177.026852,0,1,0
3899,500,87,1930,88.676102,0,1,0
1869,536,158,1950,82.413637,1,1,0
1759,408,199,1920,60.594714,0,1,0
2222,120,66,2005,7.127352,0,0,0
1704,156,75,2006,194.165207,0,1,0
1937,138,122,1998,135.184204,0,1,0
2740,252,148,1998,72.69307,0,1,0
8444,186,129,1957,74.419247,0,1,0
9597,542,182,1964,85.142678,0,1,0
1490,148,77,1962,132.257177,0,1,0
2840,102,100,1950,77.410098,1,1,0
1621,200,127,1998,125.79312,0,1,0
1718,98,77,2008,236.887268,0,1,0
3571,349,126,1975,41.212501,0,1,0
1290,85,56,2006,175.163782,0,1,0
1075,112,126,1982,181.546531,0,1,0
7308,300,116,1988,97.652356,0,1,0
9652,685,145,1987,36.431046,1,1,0
1083,108,48,1995,294.17799,0,1,1
3707,215,68,1971,68.939128,1,1,0
4888,500,148,1973,57.029295,1,1,0
3790,221,131,2011,34.592071,0,1,0
1392,101,60,1998,189.582605,0,1,0
1250,173,36,1982,134.939238,0,1,0
1480,190,68,2007,149.11401,0,0,0
1141,69,40,1991,324.202436,0,1,0
1450,160,58,1983,146.28833,0,1,0
1658,274,65,1996,150.069819,0,1,0
1279,181,67,1971,91.540867,0,1,0
2968,276,109,2006,103.742422,0,0,0
2381,131,107,2010,134.773752,0,1,0
2936,134,47,1984,239.970481,0,1,0
1470,157,59,2010,3.314876,0,1,0
17289,373,235,1980,24.27824,0,1,0
2068,133,109,2009,215.3236,0,1,0
1244,97,57,2009,273.791459,0,0,0
3997,252,163,1951,120.312319,1,1,0
7961,332,213,2006,56.315795,0,1,0
1019,135,54,1961,137.585575,1,1,0
1700,96,66,2006,300.006462,0,1,0
1200,143,54,1995,185.441789,0,1,0
2525,272,189,1968,111.045392,0,1,0
2926,423,191,2000,172.239933,0,1,0
1995,131,95,1999,273.639555,0,1,0
20000,1400,353,1989,23.645072,1,0,0
1991,315,84,1973,96.318519,0,1,0
1416,109,73,2009,300.402943,0,1,0
1790,194,73,2011,2.936843,0,0,0
1909,132,83,1996,214.020885,0,1,0
11904,756,427,1986,34.250694,0,1,0
1178,136,53,1993,241.866551,0,1,0
17200,803,366,1999,36.030563,1,1,0
10364,450,224,2001,97.475222,0,1,0
3929,493,79,1953,55.617502,0,1,0
1084,98,51,2004,324.826301,0,1,0
1111,83,55,2008,349.708174,0,1,0
1413,212,104,1985,163.289613,0,1,0
1335,96,72,2006,113.405913,0,1,0
1272,241,95,2000,169.298692,0,1,0
1332,118,76,2007,169.802839,0,1,0
1139,112,72,1998,279.92588,0,1,0
4218,266,105,2011,62.277516,0,1,0
1874,133,80,2009,33.969678,0,0,0
2036,249,100,1948,293.286687,0,1,0
1428,164,82,1982,182.981356,0,1,0
15565,960,379,1996,6.600309,0,0,0
8450,782,189,2006,14.86577,0,0,0
3532,149,82,2010,143.490517,0,1,0
1365,175,137,1930,191.635007,1,1,0
2460,128,75,2003,204.10821,0,1,1
1912,134,91,1999,215.814461,0,1,0
1450,149,59,2010,3.314876,0,1,0
2500,181,98,2011,121.570054,0,1,0
1019,88,48,1997,297.804085,0,1,0
3940,228,106,2008,62.277516,0,1,0
2293,157,57,2012,2.714217,0,0,0
1555,149,54,1993,419.199953,0,1,0
1529,485,56,1970,89.013015,0,1,0
1644,119,69,2009,175.163782,0,1,0
5710,297,192,1960,102.292461,1,1,0
1300,131,49,2011,50.719334,0,0,0
3494,239,63,1975,99.960038,0,1,0
8777,278,122,2002,82.958295,0,0,0
1619,232,73,2011,2.936843,0,0,0
1190,210,66,1982,108.904635,0,1,0
3716,200,89,1987,95.129542,0,1,0
1954,114,73,2012,33.969678,0,0,0
3279,160,125,1999,191.965305,0,1,0
3400,500,161,2001,113.047395,0,1,0
1142,171,43,1972,222.143272,0,1,0
2614,155,122,2005,164.360869,0,0,0
1305,111,65,1998,248.325613,0,1,0
9208,161,132,1958,196.014468,0,1,0
10294,594,186,1987,210.556882,0,1,0
14000,448,227,2002,56.886713,0,1,0
1084,60,54,1998,406.78782,0,1,0
3149,325,36,1978,18.412672,0,0,0
1565,268,68,2007,140.93366,0,1,0
1664,162,68,1986,181.774411,0,1,0
1165,1000,218,1965,73.379327,0,1,0
1017,82,51,2005,347.208502,0,0,0
1206,123,50,1999,229.983872,0,1,0
18409,1346,385,1995,21.281281,0,0,0
2366,147,109,2010,180.183349,0,1,0
2123,1019,96,2003,6.868932,0,0,0
2075,200,64,1987,145.559028,0,1,0
1869,161,256,1924,299.264397,0,1,0
1490,95,59,2011,67.520009,0,1,0
2389,145,97,2012,69.312377,0,1,0
2826,341,114,1983,182.48886,0,1,0
3080,133,118,2009,176.430814,0,0,0
5859,266,106,1975,294.758274,1,1,0
5541,474,85,1971,177.439698,0,1,0
1300,171,50,2009,232.554648,0,0,0
1732,160,64,1972,188.849267,0,1,0
1418,144,79,1950,75.353488,0,1,0
4030,237,131,2011,34.592071,0,1,0
7071,600,146,1973,57.948717,0,1,0
1090,171,88,1999,173.523532,0,1,0
1860,135,69,2007,164.261487,0,1,0
3571,597,89,1982,36.803695,0,1,1
1431,184,67,1995,121.410157,0,1,0
1071,160,66,1973,168.194853,0,1,0
2369,198,80,2009,38.710138,0,0,0
3440,132,65,2012,84.665589,0,0,0
3938,223,145,1941,72.236678,0,1,0
1028,82,50,2004,17.836828,0,0,0
10900,416,194,1986,43.609819,0,1,0
2367,167,98,1998,175.61763,1,1,0
1700,93,65,2011,168.140436,0,1,0
1200,128,49,1989,257.967853,0,1,0
9059,469,130,1982,40.855003,0,0,0
2212,198,105,1979,107.942367,0,1,0
1195,168,52,1996,221.569739,0,1,0
3079,200,82,1972,84.04343,0,1,0
1295,154,86,1998,181.86127,0,1,0
6900,490,139,2001,132.91564,0,1,0
4000,220,100,2007,114.512929,0,0,0
1335,128,67,1966,152.312927,0,1,0
2666,200,189,1920,82.556447,0,1,0
1660,113,67,2008,218.775171,0,1,0
9945,587,88,1940,125.568373,0,1,0
1776,182,67,2000,117.997491,0,1,0
12407,913,227,2006,38.155194,0,0,0
1368,204,50,1995,153.112502,0,1,0
1999,252,100,1942,84.229565,0,1,0
1762,132,84,2002,165.642849,0,1,0
1180,117,79,1998,137.459465,0,1,0
1130,140,46,1992,202.716151,0,1,0
2171,1261,120,1965,18.835658,0,1,0
6085,223,108,1979,48.08967,0,1,0
8282,306,140,1999,42.3598,0,0,0
1340,164,45,1990,260.648172,0,1,0
1183,179,87,2001,180.254544,0,1,0
1490,245,65,2008,101.887313,0,0,0
1179,200,49,1977,121.203061,0,1,0
1338,106,55,2012,16.20699,0,0,0
4758,130,108,1952,78.68659,1,1,0
1223,92,88,1998,264.807866,0,1,0
2000,128,78,2012,95.734177,0,1,0
1269,225,192,2001,55.78855,0,1,0
16533,1017,168,1984,12.717397,1,1,0
1480,142,62,2000,196.423332,0,1,0
2310,407,75,1978,77.271266,0,1,0
2185,133,67,2012,2.549733,0,0,0
1390,144,65,1986,133.574637,0,1,0
1710,153,62,1981,67.137242,0,1,0
1350,196,99,1964,89.149025,0,1,0
9880,1350,268,1990,18.412672,0,0,0
7800,220,140,2011,94.26382,0,1,0
19000,1202,673,2003,26.112544,1,1,0
1313,131,61,2009,125.521184,0,0,0
1293,90,65,2004,229.548245,0,1,0
1590,251,99,2006,125.154182,0,1,0
1329,134,82,2002,210.048489,0,1,0
2321,208,70,2012,95.734177,0,1,0
1975,139,89,2009,200.754757,0,1,0
18005,540,208,2000,43.609819,0,1,0
1453,172,67,1985,159.791297,0,1,0
9391,378,174,1945,172.772974,0,1,0
13000,132,54,1981,239.347997,0,1,0
2410,411,113,2008,42.537649,0,0,0
5090,274,160,1984,65.038341,1,1,0
5608,240,136,1992,116.914601,0,1,0
1338,136,42,1984,165.928191,0,1,0
1051,128,46,1997,209.87595,0,1,0
5735,550,100,1995,25.991139,0,1,0
1368,161,56,1990,164.996386,0,1,0
1505,186,51,2003,199.313099,0,1,0
1819,154,75,1990,153.063752,0,1,0
1300,151,59,2008,211.960357,0,0,0
2351,216,88,2009,160.966409,0,1,0
2027,118,82,2010,175.331909,0,0,0
2330,214,107,1997,104.40319,0,1,0
18500,880,282,1979,61.876022,1,1,0
6009,308,93,1972,73.426959,0,1,0
11223,800,217,2006,67.658063,0,1,1
1100,112,42,1991,50.469472,0,1,0
6139,274,116,1982,72.836954,0,1,0
1181,178,90,2001,124.661338,0,1,0
5709,539,180,1998,49.242716,0,1,0
18188,970,343,2004,17.336483,0,0,0
4400,270,164,1952,48.881262,0,1,0
1945,210,87,2008,150.126921,0,1,0
4764,366,103,2001,63.979419,0,1,0
1874,265,112,1966,45.210367,0,1,0
1024,171,78,1972,159.978958,0,1,0
5310,366,108,2003,37.347701,0,0,0
1493,125,120,2000,330.427648,0,1,0
1151,162,54,1974,163.06952,0,1,0
1420,140,61,2009,175.163782,0,1,0
1836,128,117,1994,188.291318,0,1,0
1313,212,98,1980,124.661338,0,1,0
1314,152,57,2003,210.392059,0,1,0
3594,189,123,1956,97.704564,1,1,0
1861,145,160,1951,108.711968,0,1,0
17549,1200,338,1994,1.523755,0,0,0
2769,239,105,2000,101.275461,0,1,0
1807,121,109,2004,253.762593,0,1,0
1972,72,49,1999,373.898236,0,1,0
1049,105,55,1998,275.629197,0,1,0
17498,1504,303,1969,11.877164,0,0,0
1201,512,83,1964,66.643307,0,1,0
2016,120,83,2002,237.591068,0,1,0
5142,306,159,2004,57.073816,0,1,0
2921,199,122,2012,19.660898,0,0,0
3353,483,140,2001,61.202844,0,1,0
6274,388,88,1987,64.617437,0,1,0
7015,540,174,1953,47.155853,0,1,0
1917,150,70,2002,184.078556,0,1,0
2010,158,84,2009,43.612511,0,1,0
4265,296,184,2001,98.33062,0,1,0
6861,348,125,1968,81.206267,0,1,0
2780,230,103,2007,40.066924,0,0,0
1150,239,74,1985,14.623596,0,1,0
1986,53,84,2009,119.242774,0,1,0
1600,132,108,2006,203.085097,0,1,0
1178,90,79,1913,349.593266,0,1,0
6155,253,162,2003,97.975712,0,1,0
10616,422,119,1970,56.271237,1,1,0
5249,288,115,1998,118.628358,0,1,0
4510,293,125,2008,62.277516,0,1,0
3470,205,86,1969,45.807995,0,1,0
1098,105,60,1989,146.177001,0,1,0
2089,180,89,1991,154.310543,0,1,0
1100,128,47,1993,231.632855,0,1,0
3245,264,60,1963,63.816344,0,1,0
1765,182,68,2010,136.18021,0,1,0
1123,153,104,1998,177.449507,0,1,0
1800,90,62,2008,313.324477,0,1,0
2156,176,90,2008,127.65837,0,0,0
4425,177,142,1955,74.248597,1,1,0
2017,223,76,1986,141.158538,0,1,0
1817,193,67,1995,165.655664,0,1,0
3950,248,85,2004,88.435825,0,0,0
1095,122,93,1972,224.504235,0,1,0
5943,388,138,1985,73.865027,0,1,0
1069,139,54,1998,348.883385,0,1,0
2987,300,143,1984,94.626297,0,1,0
7050,250,177,1987,467.461263,1,1,0
3684,251,79,1978,76.358657,0,1,0
1180,126,49,2008,235.322496,0,0,0
1579,91,66,2008,181.668592,0,1,0
1801,112,70,2012,95.734177,0,1,0
1042,510,330,1924,72.053998000000007,0,1,0
12000,1096,398,1979,31.71699,0,1,0
2458,178,71,1998,132.059282,0,1,0
2385,120,83,2011,29.924992,0,0,0
1284,132,66,1985,119.928664,0,1,0
5394,237,160,1978,42.705461,1,1,0
1620,105,73,2008,225.06172,0,1,0
2152,230,90,1990,134.877179,0,1,0
3566,181,79,1967,70.231198,0,1,0
1519,250,56,2008,94.792555,0,1,0
1312,216,65,2007,185.42689,0,1,0
2790,200,135,1956,61.766232,0,1,0
2913,104,97,1997,198.461143,0,1,0
1077,131,122,1930,29.225154,0,1,1
2622,750,78,1961,83.941104,0,1,0
1133,145,48,1985,124.372755,0,1,0
18012,634,228,1993,99.007856,1,1,1
19000,267,103,1964,174.550645,0,1,0
1503,103,66,2008,291.724194,0,1,0
6043,263,140,2011,5.004361,0,0,0
3013,367,178,1983,63.327041,0,1,1
2723,169,123,2010,129.315429,0,0,0
1313,91,62,2007,169.802839,0,1,0
1009,164,69,1985,206.265048,0,1,0
6200,418,131,2011,34.592071,0,1,0
1760,125,69,2005,164.261487,0,1,0
21732,594,177,1951,321.993451,0,1,0
7568,422,108,1965,56.271237,1,1,0
6590,408,159,1992,191.130311,0,1,0
3005,162,131,2008,194.057784,0,1,0
1594,85,48,1997,313.370841,0,1,0
1075,98,55,2008,162.628157,0,0,0
6938,317,308,2010,32.616722,0,1,0
2449,350,140,1960,73.303994,0,1,0
1168,85,48,1993,338.740625,0,1,0
1511,115,60,2012,16.20699,0,0,0
2860,222,81,1938,30.120807,0,1,0
1387,174,56,2008,101.887313,0,0,0
1713,126,109,2008,232.515051,0,0,0
1013,126,65,1962,241.280431,0,1,0
1487,113,66,2006,169.802839,0,1,0
1500,143,99,1980,253.86158,0,1,0
1350,166,56,1981,191.191066,0,1,0
10750,1679,325,1998,46.650932,0,1,0
1220,209,135,1972,173.202035,0,1,0
4690,595,140,2007,28.536521,0,1,0
1600,111,71,2010,117.615592,0,0,0
1231,96,106,2009,1219.072518,1,1,1
1142,157,50,1991,185.712753,0,1,0
1231,26,52,1953,46.279265,0,1,0
21511,723,430,1942,95.06359,0,1,0
1520,127,66,2009,221.844164,0,1,0
1459,149,59,2011,3.314876,0,1,0
1816,122,89,2008,236.854571,0,0,0
1051,200,70,1980,152.575717,0,1,0
4485,248,150,1960,105.19509,0,1,0
1254,188,78,1960,178.938269,0,1,0
1726,195,57,1998,278.233159,0,1,0
2061,180,55,1986,173.429917,0,1,0
1954,126,109,2008,232.515051,0,0,0
1611,82,71,2008,255.385955,0,1,0
1444,115,34,1984,341.891447,0,1,0
5614,423,140,2011,2.737282,0,0,0
1132,140,176,1920,167.996461,0,1,0
1265,134,50,2010,3.314876,0,1,0
1481,124,49,1994,226.617761,0,1,0
3705,273,122,2009,141.925454,0,0,0
19500,1125,471,1995,2.690803,0,1,0
1392,375,134,1986,78.497047,0,1,0
2040,213,93,1982,103.640747,0,1,0
1328,300,144,2012,85.776518,0,1,0
7365,220,90,1982,94.26382,0,1,0
1313,176,80,1998,168.545455,0,1,0
3034,136,111,2001,203.371808,0,1,0
1260,236,96,1981,190.63514,0,1,0
4709,429,223,2003,55.291968,0,1,0
12000,484,139,1987,18.461318,0,1,0
3151,393,108,1986,104.937145,0,1,0
1306,128,55,1980,130.228509,0,1,0
1655,90,66,2008,291.724194,0,1,0
4244,266,105,2011,62.277516,0,1,0
1958,140,75,1998,180.379224,0,1,0
5716,354,193,2010,79.5355,0,1,0
8058,531,146,1943,95.980977,1,1,0
1678,174,85,2005,203.905884,0,1,0
1378,98,62,2004,45.64455,0,1,0
14352,662,324,1934,56.010306,1,1,0
8302,271,129,1998,86.98525,1,1,0
1738,155,105,2005,187.619375,0,1,0
2733,181,106,1998,124.013357,0,1,1
1230,171,56,2008,142.377433,0,1,0
16000,1070,325,1989,7.845967,1,0,0
1046,125,51,1989,218.623526,0,1,0
3240,132,59,2011,67.520009,0,1,0
5260,130,135,1980,103.150732,1,1,0
1773,104,63,2006,178.660877,0,1,0
1940,134,108,2005,235.274737,0,1,0
1244,91,45,1996,337.257402,0,1,0
2425,238,80,1981,111.819103,0,1,1
1104,74,85,2012,372.621497,0,1,0
2617,543,173,1979,93.761943,0,1,0
2147,264,84,1997,97.40016,0,1,0
1363,137,84,2003,212.427447,0,1,0
2274,134,76,2008,169.802839,0,1,0
6393,519,204,2004,74.832192,0,1,0
9500,445,93,1999,11.533866,0,0,0
2300,222,81,1938,30.120807,0,1,0
1171,62,45,1996,326.26034,0,1,0
1165,102,48,1989,189.582605,0,1,0
3893,240,115,1980,69.402929,1,1,0
5533,220,160,1951,123.921322,1,1,0
1672,180,65,1981,190.272426,0,1,0
