Precio,Terreno,Construido,Año_Construccion,densidad_barrio,colegio_15m,jardin_15m,trabajo_15m,es_depto
7600,159,159,2004,62.869941,0,1,0,TRUE
1206,144,87,1998,182.68041,0,1,0,FALSE
2132,61,61,2005,455.123827,0,1,0,TRUE
1348,245,48,1972,99.587129,0,1,0,FALSE
1804,138,89,2010,170.380502,0,1,0,FALSE
2789,75,75,1997,661.226216,0,1,0,TRUE
1153,50,50,2011,145.818543,0,1,0,TRUE
1335,176,73,1964,200.174609,0,1,0,FALSE
4225,122,122,1993,598.255627,0,1,0,TRUE
1252,32,32,2011,184.89062,1,1,0,TRUE
1089,51,51,2011,52.406294,0,1,0,TRUE
1884,74,74,1997,105.438335,1,1,0,TRUE
16270,233,233,2009,1.523755,0,0,0,TRUE
4273,83,83,2008,194.338211,0,1,0,TRUE
3271,70,70,2012,191.635007,1,1,0,TRUE
3785,96,96,2006,144.053264,1,1,0,TRUE
2546,35,35,2010,1171.490137,0,1,0,TRUE
7896,369,307,1930,117.100603,0,1,1,FALSE
1846,150,65,2012,84.665589,0,0,0,FALSE
5182,118,118,1994,90.197026,0,1,0,TRUE
2255,186,80,2009,38.710138,0,0,0,FALSE
9320,300,172,2006,10.413763,0,1,0,FALSE
1150,173,36,1974,115.385669,0,1,0,FALSE
1701,122,89,2008,210.784652,0,0,0,FALSE
1376,108,60,2009,14.851607,0,1,0,FALSE
1127,146,70,2011,184.968161,0,1,0,FALSE
1131,49,49,2005,176.728827,0,1,0,TRUE
1778,59,59,2009,582.163758,0,1,0,TRUE
12524,96,96,2011,160.03958,1,1,0,TRUE
1883,267,88,1964,61.125314,1,1,0,FALSE
1341,45,45,2009,239.700836,0,1,0,TRUE
1949,140,52,1996,204.308709,0,1,0,FALSE
1301,47,47,2010,577.477388,0,1,0,TRUE
1155,34,34,2009,994.813116,0,1,0,TRUE
1090,89,65,2004,249.176499,0,1,0,FALSE
1269,34,34,2009,304.420861,0,1,1,TRUE
8743,576,376,2000,51.13454,0,1,0,FALSE
2473,77,77,2010,29.580011,0,1,0,TRUE
2316,66,66,2000,207.38966,0,0,0,TRUE
3576,106,106,2008,183.756079,1,1,0,TRUE
3200,270,82,1968,104.165207,0,1,0,FALSE
1245,133,48,1992,209.448184,0,1,0,FALSE
1747,67,67,1981,117.40322,0,1,0,TRUE
1652,61,61,2009,693.038795,0,1,0,TRUE
1438,297,51,1975,87.354019,0,1,0,FALSE
8767,166,166,2000,72.611009,0,1,0,TRUE
4800,448,140,2006,72.030529,0,1,0,FALSE
1550,31,31,2012,4.402059,0,1,1,TRUE
1715,75,75,1972,195.23195,0,1,0,TRUE
1028,144,46,1982,162.672647,0,1,0,FALSE
1262,124,40,1985,179.731823,0,1,0,FALSE
1867,59,59,2008,449.342324,0,1,0,TRUE
2292,149,109,2008,110.532328,0,1,0,FALSE
2284,255,152,1972,80.386487,0,1,0,FALSE
2301,74,74,2002,398.740497,0,1,0,TRUE
1500,40,40,2009,1166.744671,1,1,0,TRUE
1107,55,55,1954,1299.455934,1,1,1,TRUE
3037,134,134,2006,105.695867,0,1,0,TRUE
29837,4268,325,2001,5.360935,0,0,0,FALSE
1193,60,60,1994,304.772772,0,1,1,TRUE
1133,40,40,2006,366.806109,1,1,1,TRUE
1227,145,76,1980,178.104028,0,1,0,FALSE
2115,52,52,1999,84.942812,0,1,0,TRUE
1460,49,49,2008,585.860268,0,1,0,TRUE
3650,86,86,2012,191.635007,1,1,0,TRUE
2400,55,55,2010,900.02415,0,1,0,TRUE
2100,60,60,2009,357.939932,0,1,0,TRUE
2757,94,94,1989,329.529745,0,1,0,TRUE
1654,49,49,2012,146.862106,1,1,0,TRUE
1098,128,45,1994,233.210237,0,1,0,FALSE
2951,74,74,2009,304.420861,0,1,1,TRUE
1342,153,57,1991,100.729927,1,1,0,FALSE
6508,594,156,1970,81.206267,0,1,0,FALSE
2109,75,75,1991,221.287004,0,1,0,TRUE
1810,57,57,2009,1219.072518,1,1,1,TRUE
2170,50,50,2011,195.028942,0,1,0,TRUE
4596,100,100,2010,377.877508,0,1,0,TRUE
2652,70,70,1974,186.766014,0,1,0,TRUE
2171,55,55,2008,292.338479,0,1,0,TRUE
1559,158,59,1992,187.179301,0,1,0,FALSE
1095,53,53,1999,1166.744671,1,1,0,TRUE
1140,190,77,1998,213.507119,0,1,0,FALSE
10011,451,186,2001,23.638223,1,1,0,FALSE
1709,250,49,1998,169.050402,0,1,0,FALSE
4950,344,120,1985,67.877109,0,1,0,FALSE
1724,49,49,2010,728.850812,1,1,1,TRUE
2550,50,50,1994,239.466725,0,1,0,TRUE
1152,31,31,2011,4.236334,1,1,1,TRUE
3188,64,64,2005,720.083722,1,1,0,TRUE
1770,164,51,1982,175.49359,0,1,0,FALSE
1366,372,88,1987,86.387919,0,1,0,FALSE
4141,90,90,2005,413.646005,0,1,0,TRUE
1732,42,42,2010,971.444535,0,1,0,TRUE
12900,513,330,1993,39.963251,1,1,0,FALSE
1249,34,34,2011,35.533442,0,1,1,TRUE
4520,268,137,2009,62.277516,0,1,0,FALSE
2000,62,62,2008,183.756079,1,1,0,TRUE
1973,113,83,2010,29.924992,0,0,0,FALSE
2400,136,88,2011,129.366993,0,1,0,FALSE
1540,98,63,2009,220.42206,0,0,0,FALSE
2800,70,70,1998,221.470408,1,1,0,TRUE
3264,55,55,2010,153.860544,1,1,1,TRUE
18250,229,229,2009,3.572774,0,0,0,TRUE
4434,90,90,1997,220.668573,1,1,0,TRUE
4428,652,176,1985,73.196231,0,1,0,FALSE
1773,137,56,2003,98.00364,0,1,0,FALSE
14800,818,280,2002,36.735851,0,1,0,FALSE
4570,107,107,2001,405.641961,0,1,0,TRUE
10000,276,140,2009,5.004361,0,0,0,FALSE
1260,131,49,2011,28.785885,0,0,0,FALSE
1195,190,114,1928,225.3743,0,1,0,FALSE
2026,66,66,1980,338.194381,0,1,0,TRUE
2476,57,57,2011,52.869402,0,1,0,TRUE
1406,260,85,1979,114.899408,0,1,0,FALSE
4550,93,93,1999,605.867664,0,1,0,TRUE
1112,306,72,1978,67.017295,0,1,0,FALSE
1810,56,56,2011,135.803221,0,1,0,TRUE
2117,38,38,2009,343.858116,0,1,1,TRUE
1413,35,35,2010,590.04208,0,1,1,TRUE
4574,84,84,1994,205.443602,1,1,0,TRUE
5342,242,113,1992,126.460133,0,1,0,FALSE
5327,129,129,2011,10.989714,0,0,0,TRUE
4199,75,75,2011,215.251729,1,1,0,TRUE
5924,232,200,1943,298.425349,0,1,0,FALSE
7545,140,140,2008,378.629204,0,1,0,TRUE
1044,131,48,2000,168.599474,0,1,0,FALSE
5000,112,112,2007,133.396107,0,1,0,TRUE
3237,109,109,2008,53.399978,0,1,0,TRUE
4286,260,144,1997,32.48262,0,0,0,FALSE
1881,70,70,1969,328.527807,0,1,0,TRUE
3200,91,91,1997,229.128982,1,1,0,TRUE
1685,52,52,2008,98.45575,0,1,0,TRUE
1530,130,58,2011,170.380502,0,1,0,FALSE
1531,50,50,2003,230.465966,0,1,0,TRUE
2703,159,118,2002,80.708622,0,1,0,FALSE
6598,82,82,2009,136.009323,0,1,0,TRUE
3472,76,76,2008,511.444295,0,1,0,TRUE
1750,108,108,1992,490.948743,0,1,0,TRUE
1118,100,50,1994,203.15013,0,1,0,FALSE
1274,35,35,2010,900.02415,0,1,0,TRUE
24478,561,331,1959,89.36558,1,1,1,FALSE
6383,122,122,2008,348.105167,1,1,0,TRUE
1458,105,69,2005,203.905884,0,1,0,FALSE
1046,30,30,2009,1912.328661,1,1,0,TRUE
1045,92,88,2002,413.1384,0,1,0,FALSE
1220,53,53,1933,200.80612,0,1,0,TRUE
3116,89,89,1992,479.71077,1,1,0,TRUE
1581,45,45,2009,203.264572,0,1,0,TRUE
4191,338,66,1972,1305.971732,0,1,0,FALSE
3069,283,88,1966,110.956874,1,1,0,FALSE
1500,149,59,2011,3.314876,0,1,0,FALSE
3987,85,85,1996,294.758274,1,1,0,TRUE
2581,63,63,2011,4.236334,1,1,1,TRUE
4620,135,86,2012,165.850629,0,1,0,FALSE
1426,44,44,2012,23.741065,0,1,0,TRUE
2800,260,121,2005,40.28665,0,0,0,FALSE
2189,46,46,1933,200.80612,0,1,0,TRUE
1507,131,76,1956,240.474861,0,1,0,FALSE
1094,142,7,1989,71.763818,0,1,0,FALSE
1030,28,28,2008,1166.744671,1,1,0,TRUE
5200,112,112,2005,53.44445,1,1,0,TRUE
1160,28,28,2010,1367.785897,0,1,0,TRUE
4332,92,92,1977,119.824302,0,1,0,TRUE
1530,148,69,2008,164.261487,0,1,0,FALSE
1850,83,83,1996,325.693822,0,1,0,TRUE
2299,92,92,2007,372.832248,0,1,0,TRUE
1612,48,48,2008,449.342324,0,1,0,TRUE
1647,37,37,2010,1052.948214,0,1,0,TRUE
2150,189,90,2009,222.309465,0,0,0,FALSE
1994,500,196,1950,72.994876,0,1,0,FALSE
6837,137,137,2009,161.724145,1,1,0,TRUE
1303,32,32,2007,568.833169,0,1,0,TRUE
2036,181,93,1998,26.623929,0,1,0,FALSE
1465,202,65,2008,142.377433,0,1,0,FALSE
2528,35,35,2010,153.860544,1,1,1,TRUE
1058,288,53,1967,119.527655,0,1,0,FALSE
1619,133,55,2011,49.708547,0,1,0,FALSE
1299,317,69,1960,107.710554,0,1,0,FALSE
4568,73,73,2008,354.916107,0,1,0,TRUE
1672,36,36,1995,277.750872,1,1,1,TRUE
1483,48,48,2010,199.667755,0,1,0,TRUE
7000,93,93,2011,70.313898,1,1,1,TRUE
4126,116,116,1994,233.146446,1,1,0,TRUE
2720,77,77,2009,410.631549,1,1,0,TRUE
1641,336,71,1975,142.466505,0,1,0,FALSE
2990,65,65,2007,321.199742,0,1,0,TRUE
1593,36,36,2009,409.038624,0,1,0,TRUE
2235,56,56,2008,647.4848,0,1,0,TRUE
5158,104,104,2011,109.202714,0,0,0,TRUE
3200,88,88,1960,384.528907,0,1,0,TRUE
2335,44,44,2004,231.928391,0,1,0,TRUE
1869,400,258,1973,58.404972,0,1,0,FALSE
2029,51,51,2010,568.634646,1,1,1,TRUE
4042,151,55,1989,122.045278,0,1,0,FALSE
4240,118,118,2006,140.132395,0,1,0,TRUE
2150,230,87,2006,152.602315,0,1,0,FALSE
2353,61,61,2008,511.444295,0,1,0,TRUE
2312,53,53,1995,306.654384,1,1,1,TRUE
23664,800,165,1984,99.007856,1,1,1,FALSE
2093,44,44,2012,23.638223,1,1,0,TRUE
1842,40,40,2008,183.756079,1,1,0,TRUE
1385,47,47,2010,1456.81087,0,1,1,TRUE
1319,23,23,1938,508.67296,0,1,0,TRUE
12000,259,259,1937,4.86075,1,1,1,TRUE
5313,355,112,1980,61.876022,1,1,0,FALSE
2296,153,114,2004,175.642362,0,1,0,FALSE
1777,51,51,2012,1447.680019,0,1,0,TRUE
3030,56,56,1969,157.286587,0,1,0,TRUE
3871,111,136,1985,136.507415,0,1,1,FALSE
39500,1212,688,2002,16.764482,0,0,0,FALSE
5078,133,133,2010,306.733721,1,1,0,TRUE
1305,162,49,2011,94.289582,0,0,0,FALSE
1667,42,42,1996,166.975977,1,1,0,TRUE
1175,31,31,2009,1166.744671,1,1,0,TRUE
4147,299,108,1968,81.810368,0,1,0,FALSE
2100,42,42,2013,32.294795,0,1,0,TRUE
1242,32,32,2009,1023.133139,0,1,1,TRUE
2180,507,233,1940,93.681975,0,1,0,FALSE
2072,239,83,1998,105.62951,0,1,0,FALSE
4191,82,82,2001,174.550645,0,1,0,TRUE
5400,108,108,1999,744.779915,0,1,0,TRUE
1159,172,123,1985,58.488757,0,1,0,FALSE
2770,154,97,2008,194.157549,0,1,0,FALSE
1178,88,56,1994,336.999515,0,1,0,FALSE
1906,38,38,2011,2167.219403,0,1,1,TRUE
1593,37,37,2010,1378.061807,0,1,1,TRUE
2442,63,63,2009,219.962965,1,1,0,TRUE
1365,31,31,2012,324.426633,0,1,0,TRUE
9002,78,62,1998,366.117662,0,1,0,FALSE
1050,45,45,2008,277.589715,0,1,0,TRUE
2669,69,69,2010,590.04208,0,1,1,TRUE
1451,64,64,2009,125.214531,0,1,0,TRUE
4318,114,114,1990,61.777471,0,1,0,TRUE
1021,35,35,2009,289.791301,0,1,0,TRUE
3962,117,117,2004,182.980507,1,1,0,TRUE
3110,76,76,2010,222.173313,0,1,0,TRUE
1114,200,87,1968,112.090014,0,1,0,FALSE
2011,66,66,1995,261.139913,0,1,0,TRUE
1690,34,34,2011,52.869402,0,1,0,TRUE
1439,113,60,2012,16.20699,0,0,0,FALSE
1329,43,43,2010,1324.511322,0,1,0,TRUE
6434,382,181,1998,71.500156,0,1,0,FALSE
10557,459,140,1979,70.070062,0,1,0,FALSE
1171,119,87,1998,306.463502,0,1,0,FALSE
3255,80,80,2009,457.689814,0,1,0,TRUE
6642,382,242,1986,52.214746,0,1,0,FALSE
1555,54,54,1997,629.792657,0,1,1,TRUE
1672,83,83,2008,2.948846,0,0,0,TRUE
6901,223,233,2000,140.307757,0,1,0,FALSE
4569,124,124,1996,496.269771,1,1,0,TRUE
2867,79,79,2009,190.765893,1,1,0,TRUE
1407,35,35,2010,900.02415,0,1,0,TRUE
3102,124,124,1990,404.067191,0,1,0,TRUE
2255,57,57,2011,354.48691,0,1,0,TRUE
1239,121,65,1989,215.16456,0,1,0,FALSE
2138,59,59,2007,375.260873,0,1,0,TRUE
1323,59,59,2002,378.865705,0,1,0,TRUE
2286,82,82,2008,222.173313,0,1,0,TRUE
3446,162,77,1972,177.226962,0,1,0,FALSE
2830,73,73,2008,436.086431,0,1,0,TRUE
1049,122,40,1985,171.730562,0,1,0,FALSE
3180,55,55,2010,303.477132,1,1,1,TRUE
2016,122,90,2008,110.532328,0,1,0,FALSE
1100,90,50,2010,8.285758,0,0,0,FALSE
1153,31,31,2010,728.850812,1,1,1,TRUE
1182,31,31,2011,4.236334,1,1,1,TRUE
1820,71,71,2008,1023.133139,0,1,1,TRUE
5350,91,91,2011,100.043427,1,1,0,TRUE
4404,76,76,2011,110.828298,0,1,0,TRUE
1109,94,48,1998,431.746823,0,1,0,FALSE
4328,79,79,2005,443.275334,1,1,0,TRUE
1969,145,129,1998,215.414573,0,1,0,FALSE
8368,440,140,1989,49.193904,1,1,0,FALSE
1355,110,58,2009,200.754757,0,1,0,FALSE
2247,92,92,1989,39.5372,0,1,0,TRUE
1380,35,35,2007,1405.827012,0,1,1,TRUE
2151,71,71,2007,728.850812,1,1,1,TRUE
1094,90,46,1992,361.273768,0,1,0,FALSE
1420,41,41,2010,1367.785897,0,1,0,TRUE
1361,44,44,1995,128.871116,0,1,0,TRUE
1125,65,65,1998,376.269044,0,1,0,TRUE
11688,501,242,1973,52.322334,0,1,0,FALSE
2926,72,72,2001,506.617161,0,1,0,TRUE
3000,66,66,2009,457.689814,0,1,0,TRUE
9157,650,304,1979,106.6074,1,1,0,FALSE
5905,143,143,1997,62.869941,0,1,0,TRUE
1790,200,88,2008,125.780489,0,0,0,FALSE
1454,65,65,1999,262.903716,0,1,0,TRUE
1195,117,45,1984,105.613459,0,1,0,FALSE
2602,64,64,2009,297.811518,0,1,0,TRUE
1907,60,60,2011,2167.219403,0,1,1,TRUE
1326,241,149,1965,105.77566,0,1,0,FALSE
1257,100,82,1968,199.492151,0,1,0,FALSE
11025,302,100,1974,47.556433,0,1,0,FALSE
1106,77,67,2002,207.38966,0,0,0,FALSE
1321,560,91,2009,151.254627,0,1,0,FALSE
2410,150,150,1987,97.630765,1,1,0,TRUE
1980,33,33,2012,283.653889,0,1,0,TRUE
1995,65,84,2009,119.242774,0,1,0,FALSE
4069,114,114,2012,66.428979,0,1,0,TRUE
2073,61,61,2011,263.618461,0,1,0,TRUE
1216,69,59,2008,157.86096,0,1,0,FALSE
1280,85,85,1962,245.030879,0,1,0,TRUE
1618,74,74,2006,60.384793,0,1,0,TRUE
1644,57,57,2010,52.961095,0,1,0,TRUE
2812,41,41,2000,443.756565,0,1,0,TRUE
3980,69,69,2011,195.028942,0,1,0,TRUE
4074,51,51,2010,1052.948214,0,1,0,TRUE
7535,139,139,2010,406.464151,1,1,0,TRUE
1180,54,54,1988,181.264944,0,1,0,TRUE
3027,90,90,2004,250.660449,0,1,0,TRUE
1750,71,71,1992,160.785988,1,1,0,TRUE
3571,104,104,2001,286.598724,0,1,0,TRUE
9985,127,127,1995,21.791967,0,1,0,TRUE
4896,111,111,2009,109.202714,0,0,0,TRUE
3950,80,80,1997,227.726203,0,1,0,TRUE
7199,124,124,1990,545.746146,1,1,0,TRUE
3700,180,107,2008,113.814877,0,0,0,FALSE
2368,75,75,1990,451.942985,1,1,0,TRUE
3400,83,83,2006,166.795506,1,1,0,TRUE
5493,129,129,2011,113.869833,0,1,0,TRUE
3271,49,49,2008,730.964444,1,1,1,TRUE
2372,57,57,2012,146.862106,1,1,0,TRUE
1317,24,24,2010,84.367006,0,1,0,TRUE
3259,393,99,1960,65.978845,0,1,0,FALSE
4211,80,80,2010,239.714705,0,1,0,TRUE
2527,94,94,2008,129.806332,0,1,0,TRUE
3810,264,80,1984,33.98317,0,1,0,FALSE
1200,52,52,2006,256.388204,0,1,0,TRUE
1841,57,57,2009,914.182405,0,1,0,TRUE
1972,68,68,2009,207.848065,0,1,1,TRUE
1870,117,80,2009,60.262893,0,1,0,FALSE
17500,325,325,2011,11.197414,1,0,0,TRUE
7091,338,204,1942,67.74553,0,1,0,FALSE
1085,42,42,2005,771.805314,0,1,1,TRUE
1346,138,58,1997,314.622272,0,1,0,FALSE
1687,63,63,1980,54.879963,0,1,0,TRUE
1297,82,82,1960,220.486583,1,1,0,TRUE
2236,68,68,2009,207.848065,0,1,1,TRUE
1467,57,57,2010,71.990975,0,1,0,TRUE
4490,74,74,1999,605.867664,0,1,0,TRUE
2225,520,122,1958,59.618274,0,1,0,FALSE
2627,73,73,1999,181.433204,1,1,0,TRUE
2305,406,62,2008,52.209168,0,1,0,FALSE
12470,522,232,1982,52.322334,0,1,0,FALSE
2263,74,74,2008,92.547595,0,1,0,TRUE
1637,58,58,2009,205.160476,0,1,0,TRUE
1567,56,56,2009,232.508179,0,1,0,TRUE
5929,140,140,2011,10.989714,0,0,0,TRUE
1773,199,65,1992,129.956769,0,1,0,FALSE
1266,30,30,2010,971.444535,0,1,0,TRUE
1980,69,69,2008,26.146926,0,1,0,TRUE
2147,32,32,1998,469.553312,0,1,0,TRUE
1486,57,57,2012,146.862106,1,1,0,TRUE
2010,135,90,2008,117.615592,0,0,0,FALSE
3437,93,93,1981,479.71077,1,1,0,TRUE
1575,370,89,1998,80.386183,0,1,0,FALSE
2103,55,55,2009,994.813116,0,1,0,TRUE
2124,67,67,1959,348.681083,0,1,0,TRUE
1724,109,159,1938,21.991143,0,1,0,FALSE
2394,73,73,1995,265.178602,1,1,0,TRUE
1125,82,82,1960,220.486583,1,1,0,TRUE
3718,480,102,1984,52.156089,0,1,0,FALSE
2010,89,89,2002,193.511425,1,1,0,TRUE
5016,111,111,2004,413.344363,0,1,0,TRUE
1445,36,36,2010,52.961095,0,1,0,TRUE
2092,145,98,2008,183.892098,0,0,0,FALSE
6500,125,125,2011,46.667804,0,0,0,TRUE
3262,558,167,1945,222.173313,0,1,0,FALSE
1400,97,58,2012,45.010787,0,1,0,FALSE
5313,300,108,1998,10.413763,0,1,0,FALSE
2149,48,48,2011,519.038399,0,1,0,TRUE
3444,77,77,2011,325.192878,0,1,0,TRUE
2535,95,95,2006,472.493214,0,1,0,TRUE
1346,52,52,1984,184.237713,0,1,0,TRUE
2279,274,67,2005,166.551458,0,1,0,FALSE
1230,50,50,1993,106.674693,1,1,0,TRUE
3143,250,95,1998,83.182768,0,1,0,FALSE
1990,144,62,2003,218.115959,0,1,0,FALSE
1790,58,58,2008,75.575776,0,1,0,TRUE
2349,61,61,2007,2.667073,0,1,0,TRUE
2400,47,47,2010,1052.948214,0,1,0,TRUE
2800,74,74,2004,162.558435,0,1,0,TRUE
1567,152,108,1996,153.195329,0,1,0,FALSE
1660,125,85,2004,226.512439,0,1,0,FALSE
1644,37,37,2008,404.619293,1,1,0,TRUE
14370,139,139,2011,41.483255,1,1,1,TRUE
1769,120,62,2008,169.802839,0,1,0,FALSE
3717,94,94,1990,479.71077,1,1,0,TRUE
2549,92,92,2009,27.628233,0,0,0,TRUE
1306,132,48,2001,224.262225,0,1,0,FALSE
2998,84,84,2008,328.358612,1,1,0,TRUE
9741,567,163,1987,7.845967,1,0,0,FALSE
4900,40,40,2006,444.047798,0,1,0,TRUE
1075,252,103,1955,155.163281,0,1,0,FALSE
1724,105,64,2009,2.549733,0,0,0,FALSE
5200,88,88,2000,558.158905,0,1,0,TRUE
1544,39,39,1987,331.233483,0,1,0,TRUE
3713,64,64,2009,978.973446,0,1,0,TRUE
4146,100,100,2011,519.038399,0,1,0,TRUE
7000,168,168,1988,179.71931,1,1,0,TRUE
3752,311,51,1975,79.081439,0,1,0,FALSE
2700,500,83,1975,63.195944,0,1,0,FALSE
1440,73,62,1998,351.480838,0,1,0,FALSE
2579,36,36,2010,744.779915,0,1,0,TRUE
1107,167,88,1998,177.579545,0,1,0,FALSE
4947,288,131,2001,122.194168,0,1,0,FALSE
4614,119,83,2010,29.924992,0,0,0,FALSE
1128,128,62,1990,209.511888,0,1,1,FALSE
2939,75,75,1969,89.36558,1,1,1,TRUE
1400,128,49,1989,247.173409,0,1,0,FALSE
2950,83,83,2004,587.649934,1,1,0,TRUE
1130,29,29,2010,1367.785897,0,1,0,TRUE
1540,113,70,2007,170.160649,0,1,0,FALSE
3440,39,39,1994,474.32006,1,1,1,TRUE
2410,267,70,1996,123.597196,0,1,0,FALSE
1767,42,42,2009,52.961095,0,1,0,TRUE
2210,49,49,2006,64.512584,0,1,0,TRUE
1278,153,81,1980,170.227989,0,1,0,FALSE
4032,95,95,2012,1.527792,0,1,0,TRUE
1562,100,100,1955,160.785988,1,1,0,TRUE
7982,114,114,2006,348.338351,1,1,1,TRUE
4169,200,55,1975,75.332646,0,1,1,FALSE
2901,91,91,1993,173.273659,0,1,0,TRUE
1431,600,106,1982,103.105243,0,1,0,FALSE
1002,27,27,2009,582.163758,0,1,0,TRUE
3626,740,162,1955,82.086487,0,1,0,FALSE
21029,446,174,2001,199.675437,0,1,0,FALSE
2978,79,79,2012,83.129455,1,1,0,TRUE
1238,500,85,1940,99.597747,0,1,0,FALSE
1655,51,51,2009,95.324009,0,1,0,TRUE
7123,134,134,1997,325.559,1,1,1,TRUE
8433,139,139,2002,97.975712,0,1,0,TRUE
1042,27,27,2007,1011.011482,1,1,0,TRUE
2861,239,101,1994,132.983372,0,1,0,FALSE
8000,137,137,2002,406.464151,1,1,0,TRUE
2000,57,57,2007,2.667073,0,1,0,TRUE
1779,348,84,1968,72.060548,0,1,0,FALSE
2416,58,58,2011,44.071693,0,1,0,TRUE
1300,167,93,2002,157.419494,0,1,0,FALSE
2188,140,61,2001,216.967324,0,1,0,FALSE
1167,30,30,2012,4.402059,0,1,1,TRUE
3677,124,124,2011,34.592071,0,1,0,TRUE
3606,94,94,1982,236.276256,1,1,1,TRUE
1905,47,47,2009,1378.061807,0,1,1,TRUE
1136,161,95,2000,169.298692,0,1,0,FALSE
1095,175,66,1979,148.326623,0,1,0,FALSE
3094,147,56,1930,68.762835,0,1,0,FALSE
8120,402,140,1992,34.876414,1,1,0,FALSE
7145,375,206,2007,83.558214,0,1,0,FALSE
2048,500,218,1931,96.035111,0,1,0,FALSE
3012,75,75,2009,183.842917,0,1,0,TRUE
2257,77,77,2009,585.860268,0,1,0,TRUE
1050,64,64,1972,576.187871,0,1,0,TRUE
2100,121,83,2002,229.496726,0,1,0,FALSE
1659,43,43,2011,87.748601,0,1,0,TRUE
2343,101,101,1996,135.979618,0,1,0,TRUE
23497,5916,485,1940,187.345122,0,1,0,FALSE
2997,409,277,1999,108.290896,0,1,0,FALSE
4428,107,107,2006,272.469388,0,1,0,TRUE
1372,144,59,1996,204.074507,0,1,0,FALSE
16962,140,140,2009,400.244428,0,1,1,TRUE
1620,56,56,2008,172.217057,0,1,0,TRUE
2534,80,80,2011,125.097599,0,1,0,TRUE
2641,61,61,2009,304.420861,0,1,1,TRUE
2395,127,85,1996,177.277152,0,1,0,FALSE
1835,117,74,2005,237.880428,0,1,0,FALSE
2397,151,85,2010,23.874804,0,1,0,FALSE
1542,34,34,2011,202.436912,1,1,0,TRUE
1810,40,40,2012,230.985594,1,1,0,TRUE
3492,110,110,1990,193.511425,1,1,0,TRUE
1370,34,34,2010,1052.948214,0,1,0,TRUE
1581,62,62,2007,135.803221,0,1,0,TRUE
3401,69,69,2011,332.834974,1,1,0,TRUE
10029,139,139,2009,25.308344,0,1,0,TRUE
1150,149,51,1987,203.876482,0,1,0,FALSE
2050,57,57,1993,301.41361,0,1,0,TRUE
9400,142,142,2007,25.308344,0,1,0,TRUE
1280,78,78,2005,236.632614,0,1,0,TRUE
3055,86,86,2008,222.173313,0,1,0,TRUE
1544,38,38,2011,2167.219403,0,1,1,TRUE
2193,51,51,2006,203.469517,0,1,0,TRUE
1902,198,70,1996,143.259446,0,1,0,FALSE
4011,103,103,2011,332.834974,1,1,0,TRUE
15901,759,304,1996,25.114616,0,1,1,FALSE
16000,4880,129,1995,23.856505,0,1,0,FALSE
1091,120,51,1984,236.374318,0,1,0,FALSE
1629,45,45,2012,313.012092,0,1,0,TRUE
5335,88,88,2012,275.311363,1,1,0,TRUE
2192,139,54,1991,219.046247,0,1,0,FALSE
5787,202,122,1954,74.248597,1,1,0,FALSE
5728,243,108,1963,146.60302,0,1,0,FALSE
2967,78,78,2010,29.580011,0,1,0,TRUE
6600,190,106,1953,77.688489,0,1,0,FALSE
1491,49,49,2011,2167.219403,0,1,1,TRUE
3160,66,66,2011,284.955009,0,1,0,TRUE
2851,58,58,2007,200.547437,0,1,0,TRUE
1817,330,70,1996,35.598359,0,1,0,FALSE
7767,957,333,2004,132.91564,0,1,0,FALSE
4974,129,129,1997,97.704564,1,1,0,TRUE
4325,119,119,1989,61.876022,1,1,0,TRUE
1768,121,70,1998,255.506785,0,1,0,FALSE
4052,63,63,2005,528.253786,1,1,1,TRUE
5065,90,90,2009,233.146446,1,1,0,TRUE
1006,80,73,1990,392.968515,0,1,0,FALSE
1705,128,76,2009,200.754757,0,1,0,FALSE
2213,36,36,2004,409.417303,0,1,0,TRUE
1550,63,63,2005,324.426633,0,1,0,TRUE
7100,152,152,2004,109.878441,0,0,0,TRUE
3734,245,106,1953,377.696908,1,1,0,FALSE
3404,96,96,1993,469.553312,0,1,0,TRUE
2882,49,49,2011,78.479138,0,1,0,TRUE
1763,83,83,1999,189.144189,0,1,0,TRUE
9400,140,140,2010,406.464151,1,1,0,TRUE
7216,480,186,1960,45.735061,1,1,0,FALSE
4805,258,158,1965,74.77001,0,1,0,FALSE
4070,73,73,2008,978.973446,0,1,0,TRUE
2750,94,94,1957,278.39665,0,1,0,TRUE
3928,168,109,1999,93.153608,0,1,0,FALSE
1386,37,37,2010,900.02415,0,1,0,TRUE
5100,93,93,2011,215.251729,1,1,0,TRUE
4536,66,66,2011,70.313898,1,1,1,TRUE
26900,135,115,2010,29.924992,0,0,0,FALSE
5550,130,130,2007,100.396176,1,1,0,TRUE
2022,258,187,1930,152.92693,0,1,0,FALSE
1428,138,59,1997,205.903655,0,1,0,FALSE
1333,42,42,2010,84.367006,0,1,0,TRUE
1143,193,79,2007,182.762321,0,1,0,FALSE
1716,36,36,2010,272.316914,0,1,0,TRUE
2557,34,34,2012,110.828298,0,1,0,TRUE
2000,808,226,1961,84.853779,0,1,0,FALSE
2979,73,73,2010,172.430123,0,1,0,TRUE
1225,38,38,2009,445.296064,0,1,1,TRUE
12500,1021,380,1977,36.763829,0,1,0,FALSE
4155,122,122,2005,504.619397,0,1,0,TRUE
