Precio,Terreno,Construido,Año_Construccion,densidad_barrio,colegio_15m,jardin_15m,trabajo_15m,es_depto
5179,77,77,2009,116.255023,1,1,0,TRUE
2142,133,85,2010,230.163579,0,1,0,FALSE
5065,137,137,2006,116.255023,1,1,0,TRUE
1737,46,46,2010,590.04208,0,1,1,TRUE
3092,60,60,2011,123.921322,1,1,0,TRUE
2958,76,76,2009,183.842917,0,1,0,TRUE
1598,96,54,1998,235.435027,0,1,0,FALSE
2828,225,123,2010,222.523322,0,0,0,FALSE
9700,139,139,2009,89.220838,0,1,0,TRUE
2350,66,66,2005,571.235348,0,1,0,TRUE
1413,109,77,2003,271.488472,0,1,0,FALSE
1521,41,41,2008,723.951219,1,1,1,TRUE
3314,107,107,2010,101.198196,0,1,0,TRUE
6100,174,174,2011,27.887776,0,0,0,TRUE
4693,74,74,2012,114.23818,1,1,1,TRUE
3519,162,94,2012,235.524863,0,1,0,FALSE
1784,47,47,2009,52.961095,0,1,0,TRUE
1622,77,77,1996,75.388532,0,1,0,TRUE
2270,139,63,1991,160.647873,0,1,0,FALSE
1575,57,57,2010,568.634646,1,1,1,TRUE
3720,99,99,1993,667.583402,0,1,0,TRUE
2463,59,59,2005,384.571629,0,1,0,TRUE
28500,475,475,2007,39.862611,0,0,0,TRUE
1707,76,76,1994,354.48691,0,1,0,TRUE
1244,78,58,2008,298.864981,0,0,0,FALSE
3140,400,112,1965,73.303994,0,1,0,FALSE
2640,62,62,2010,488.657483,1,1,0,TRUE
4860,116,116,1998,194.152465,1,1,0,TRUE
1807,128,74,1999,210.227273,0,1,0,FALSE
4807,648,129,2001,62.660292,0,1,0,FALSE
2626,279,75,1998,117.700462,0,1,0,FALSE
1916,60,60,1962,360.102858,1,1,0,TRUE
6154,134,134,1984,299.507574,0,1,0,TRUE
1627,56,56,2011,89.37445,0,1,0,TRUE
3102,109,109,1990,443.275334,1,1,0,TRUE
1773,29,29,2012,44.434988,0,1,0,TRUE
1540,48,48,2008,320.561072,0,1,0,TRUE
5796,115,115,2000,217.298625,1,1,0,TRUE
3892,417,140,1973,55.411756,0,1,1,FALSE
1083,113,62,1981,155.43023,0,1,0,FALSE
1392,97,97,1957,222.120211,0,1,0,TRUE
2527,208,61,1968,119.20303,0,1,0,FALSE
6279,505,228,2010,61.106917,0,1,0,FALSE
6595,121,121,2007,348.358046,0,1,1,TRUE
5865,403,168,2002,83.041392,0,1,0,FALSE
8500,113,113,2006,116.255023,1,1,0,TRUE
1282,34,34,2012,4.402059,0,1,1,TRUE
1400,87,87,1985,105.753486,0,1,0,TRUE
1889,52,52,2009,216.356376,0,1,0,TRUE
1773,69,69,2005,119.242774,0,1,0,TRUE
5253,150,150,1977,484.904208,0,1,0,TRUE
1507,67,67,1972,576.187871,0,1,0,TRUE
1904,61,61,1981,241.977799,0,1,0,TRUE
16202,271,271,2011,2.774713,0,0,0,TRUE
2654,67,67,2010,568.634646,1,1,1,TRUE
1063,190,106,1985,156.284795,0,1,0,FALSE
2483,36,36,2010,169.332257,0,1,0,TRUE
16500,679,140,1970,58.820946,0,1,0,FALSE
1982,54,54,2008,184.89062,1,1,0,TRUE
6493,314,111,1981,49.377143,0,1,0,FALSE
2345,68,68,1994,225.010301,1,1,1,TRUE
1460,129,69,2008,164.261487,0,1,0,FALSE
1005,35,35,2009,2108.09314,0,1,1,TRUE
1649,52,52,2008,457.598079,0,1,0,TRUE
4800,675,140,1984,71.892803,0,1,0,FALSE
1235,84,58,2008,298.864981,0,0,0,FALSE
6500,118,118,2011,154.873739,0,1,0,TRUE
1428,291,80,1983,67.142444,0,1,0,FALSE
1103,60,60,1950,198.179329,0,1,0,TRUE
1149,75,82,1958,201.76035,0,1,0,FALSE
2000,104,54,2008,234.88818,0,0,0,FALSE
1400,91,49,1999,189.607792,0,0,0,FALSE
5432,333,133,1981,62.869941,0,1,0,FALSE
1781,133,114,2001,229.07934,0,1,0,FALSE
1093,150,81,1999,192.232231,0,1,0,FALSE
2464,58,58,2008,183.756079,1,1,0,TRUE
2888,103,59,2011,67.520009,0,1,0,FALSE
2314,60,60,2011,44.071693,0,1,0,TRUE
10731,47,47,1970,142.574236,0,1,0,TRUE
1435,48,48,2010,1171.490137,0,1,0,TRUE
2289,78,78,1974,247.729186,0,1,0,TRUE
5500,104,104,2004,460.076822,0,1,0,TRUE
1709,62,62,2008,98.45575,0,1,0,TRUE
5200,95,95,2012,110.518015,1,1,0,TRUE
1690,65,65,2007,720.083722,1,1,0,TRUE
4164,80,80,2010,239.714705,0,1,0,TRUE
1509,149,81,1998,177.303449,0,1,0,FALSE
2993,200,92,1955,97.704564,1,1,0,FALSE
2049,158,69,2011,2.714217,0,0,0,FALSE
1722,178,65,1997,148.244188,0,1,0,FALSE
2190,82,75,1980,190.765893,1,1,0,FALSE
1473,69,69,1995,638.025693,0,1,1,TRUE
1978,137,86,2010,33.969678,0,0,0,FALSE
1592,164,133,1999,192.945032,0,1,0,FALSE
1419,143,55,2012,16.20699,0,0,0,FALSE
1950,149,88,2004,202.92153,0,1,0,FALSE
5521,167,132,1992,27.448259,0,1,0,FALSE
1800,76,76,1995,464.921327,1,1,0,TRUE
4200,226,140,1998,151.637037,0,1,0,FALSE
3103,100,100,2008,353.01567,1,1,0,TRUE
1843,180,74,2009,192.140867,0,1,0,FALSE
1195,43,43,2008,1023.133139,0,1,1,TRUE
4269,115,90,1987,132.294479,0,1,0,FALSE
11610,344,199,2006,6.349797,0,0,0,FALSE
1490,34,34,2010,1052.948214,0,1,0,TRUE
5352,75,75,2006,409.038624,0,1,0,TRUE
3300,91,91,2007,232.045119,1,1,0,TRUE
2446,28,28,1993,284.110199,1,1,1,TRUE
3536,39,39,2010,374.001431,0,1,0,TRUE
1953,104,104,1997,25.286432,0,1,0,TRUE
4300,88,88,2009,978.973446,0,1,0,TRUE
2915,73,73,2008,436.086431,0,1,0,TRUE
1370,122,49,1993,250.538626,0,1,0,FALSE
1534,30,30,2010,1378.061807,0,1,1,TRUE
5696,375,189,1968,169.318224,0,1,0,FALSE
4107,78,78,2011,76.047673,1,1,0,TRUE
2447,70,70,2012,324.426633,0,1,0,TRUE
1406,415,30,1983,156.147211,0,1,0,FALSE
1002,78,78,2005,194.605215,0,1,0,TRUE
3863,139,139,1996,35.866055,1,1,0,TRUE
1426,210,71,2007,163.104592,0,0,0,FALSE
1546,114,70,2009,237.736688,0,0,0,FALSE
1163,86,97,1998,350.430709,0,1,0,FALSE
14179,1632,335,1999,23.980163,0,0,0,FALSE
3642,780,117,1976,106.121956,0,1,0,FALSE
3959,70,70,2013,47.449029,1,1,0,TRUE
1250,115,64,2007,202.465827,0,1,0,FALSE
1166,139,46,1992,183.85174,0,1,0,FALSE
1653,49,49,2009,2108.09314,0,1,1,TRUE
12320,413,179,1974,77.863678,0,1,0,FALSE
3234,37,37,2011,184.89062,1,1,0,TRUE
2723,70,70,2011,4.236334,1,1,1,TRUE
3363,87,87,2008,322.08432,0,1,0,TRUE
1668,70,70,2010,6.281139,0,1,0,TRUE
1210,56,56,2009,232.508179,0,1,0,TRUE
2455,142,97,2012,69.312377,0,1,0,FALSE
3455,91,91,1995,444.047798,0,1,0,TRUE
1425,64,64,2007,313.012092,0,1,0,TRUE
1129,26,26,2009,1219.072518,1,1,1,TRUE
3800,70,70,2013,47.449029,1,1,0,TRUE
1463,59,59,1979,313.479627,0,1,1,TRUE
1591,42,42,2009,52.961095,0,1,0,TRUE
2495,66,66,2010,272.316914,0,1,0,TRUE
1215,32,32,2010,1171.490137,0,1,0,TRUE
2900,72,72,2009,161.585742,0,1,0,TRUE
2219,145,98,2008,183.892098,0,0,0,FALSE
1419,100,71,1998,243.942756,0,1,0,FALSE
1280,30,30,2012,4.402059,0,1,1,TRUE
6500,139,139,2007,113.891627,0,1,0,TRUE
4375,140,140,1993,363.45976,0,1,0,TRUE
4442,103,103,2011,332.834974,1,1,0,TRUE
1306,310,36,1974,139.343657,0,1,0,FALSE
1515,82,82,1960,220.486583,1,1,0,TRUE
6777,121,121,2009,10.606169,1,0,0,TRUE
1520,133,56,2008,33.279178,0,1,0,FALSE
1848,55,55,2008,585.860268,0,1,0,TRUE
2915,78,78,2002,353.062931,0,1,0,TRUE
3700,90,90,1998,443.275334,1,1,0,TRUE
5239,73,73,1996,299.794803,0,1,0,TRUE
1850,52,52,2010,263.618461,0,1,0,TRUE
3273,60,60,2012,436.55063,0,1,0,TRUE
1319,50,50,2008,341.551724,0,1,0,TRUE
2232,58,58,2008,292.338479,0,1,0,TRUE
3472,43,43,2002,925.299342,0,1,1,TRUE
3380,163,163,2005,120.425777,0,1,0,TRUE
2780,300,90,2007,183.868363,0,1,0,FALSE
2280,62,62,2009,1166.744671,1,1,0,TRUE
1241,102,81,1998,270.773288,0,1,0,FALSE
3035,62,62,2009,343.858116,0,1,1,TRUE
1717,78,78,2008,2.948846,0,0,0,TRUE
1070,50,50,2007,60.384793,0,1,0,TRUE
1438,126,54,1996,221.883842,0,1,0,FALSE
6076,296,163,1950,88.451551,0,1,0,FALSE
1500,61,61,2009,304.420861,0,1,1,TRUE
4413,65,65,2007,720.083722,1,1,0,TRUE
2430,216,93,2002,148.910993,0,1,0,FALSE
2113,53,53,2003,863.613243,0,1,0,TRUE
3294,54,54,1998,469.553312,0,1,0,TRUE
5435,81,81,2012,64.512584,0,1,0,TRUE
3506,77,77,2011,325.192878,0,1,0,TRUE
1416,55,55,2005,395.67139,0,1,0,TRUE
2574,45,45,2011,2.675226,0,1,0,TRUE
3965,237,106,2008,62.277516,0,1,0,FALSE
1685,90,66,2008,291.724194,0,1,0,FALSE
9178,114,114,2011,113.869833,0,1,0,TRUE
1990,71,71,2009,585.860268,0,1,0,TRUE
2273,81,81,2007,324.426633,0,1,0,TRUE
2771,56,56,2012,568.833169,0,1,0,TRUE
1157,40,40,2011,2.675226,0,1,0,TRUE
4657,236,134,1990,181.943794,1,1,0,FALSE
3266,61,61,1998,441.315214,1,1,0,TRUE
1713,63,63,1980,22.083713,1,1,0,TRUE
1992,57,57,2012,146.862106,1,1,0,TRUE
1141,320,109,1942,74.207493,0,1,0,FALSE
1355,45,45,2009,203.264572,0,1,0,TRUE
3377,75,75,2009,136.009323,0,1,0,TRUE
7350,151,151,2003,113.26593,1,1,0,TRUE
12868,234,234,2007,1.523755,0,0,0,TRUE
1029,128,60,1955,4.705484,0,1,0,FALSE
3297,200,68,1981,166.848572,1,1,0,FALSE
13951,263,263,2002,18.412672,0,0,0,TRUE
1291,64,52,2000,388.575351,0,1,0,FALSE
3481,631,111,1955,69.064041,0,1,0,FALSE
2802,62,62,1998,226.171467,0,1,0,TRUE
14953,280,242,1960,80.759177,1,1,0,FALSE
2059,31,31,2007,144.365285,1,1,1,TRUE
3187,82,82,2008,457.598079,0,1,0,TRUE
8156,240,240,2004,63.969222,1,1,0,TRUE
9690,140,140,2011,134.017885,1,1,0,TRUE
7269,374,203,2001,89.766633,0,1,0,FALSE
2283,60,60,2009,2108.09314,0,1,1,TRUE
6200,130,130,2007,100.396176,1,1,0,TRUE
2404,185,88,1987,146.17163,0,1,0,FALSE
1779,180,70,1996,203.388472,0,1,1,FALSE
7565,630,114,1973,53.723405,0,1,0,FALSE
5120,100,100,2011,47.449029,1,1,0,TRUE
4198,101,101,1998,5.787406,0,1,0,TRUE
3062,64,64,2006,444.047798,0,1,0,TRUE
18004,1120,184,1975,4.296382,0,1,1,FALSE
1446,60,60,2007,531.393274,0,1,0,TRUE
1717,122,66,2006,222.523322,0,0,0,FALSE
3106,67,67,2004,444.047798,0,1,0,TRUE
1859,118,73,2010,33.969678,0,0,0,FALSE
1510,41,41,2009,1447.680019,0,1,0,TRUE
5468,473,239,1950,84.229565,0,1,0,FALSE
1448,128,91,1989,148.025308,0,1,0,FALSE
6403,400,113,1964,55.682379,0,1,0,FALSE
2623,86,86,1986,61.598005,0,1,0,TRUE
2945,74,74,2008,313.198504,0,1,0,TRUE
1863,63,63,2008,947.661563,0,1,1,TRUE
1945,31,31,2009,566.608304,0,1,0,TRUE
2271,195,50,1997,212.701581,0,1,0,FALSE
2165,136,84,2012,165.850629,0,1,0,FALSE
1424,43,43,2011,914.182405,0,1,0,TRUE
4472,56,56,2011,202.436912,1,1,0,TRUE
9084,725,162,1985,27.448259,0,1,0,FALSE
2704,72,72,2007,82.413637,1,1,0,TRUE
2165,76,76,2011,105.695867,0,1,0,TRUE
1788,69,69,2009,1023.133139,0,1,1,TRUE
1523,224,71,2008,144.028184,0,1,0,FALSE
1291,49,49,1998,445.296064,0,1,1,TRUE
2518,151,83,1989,190.765893,1,1,0,FALSE
1680,68,68,2008,192.266906,0,1,0,TRUE
1674,65,65,2001,304.767567,0,1,0,TRUE
2600,35,35,2008,263.572518,0,1,0,TRUE
1226,100,82,1998,245.019575,0,1,0,FALSE
1052,128,49,1987,193.997561,0,1,0,FALSE
2187,36,36,2004,409.417303,0,1,0,TRUE
9070,70,70,2011,160.03958,1,1,0,TRUE
1550,203,57,2001,164.37204500000001,0,1,0,FALSE
1531,191,71,1998,132.184795,0,1,0,FALSE
1287,150,55,1994,220.341387,0,1,0,FALSE
1580,72,72,2007,54.714613,0,1,0,TRUE
14352,662,324,1934,56.010306,1,1,0,FALSE
1662,76,76,2002,264.037882,0,1,0,TRUE
1969,84,84,1996,135.803221,0,1,0,TRUE
3683,99,99,1979,144.792678,1,1,1,TRUE
8998,407,194,2000,57.772938,1,1,0,FALSE
1941,63,63,2008,723.951219,1,1,1,TRUE
1578,55,55,2001,467.461263,1,1,0,TRUE
1289,116,132,2001,237.03797,0,1,0,FALSE
1517,36,36,2010,348.376721,0,1,0,TRUE
25000,1380,464,1995,23.715185,0,1,0,FALSE
1146,216,115,1955,191.018982,0,1,0,FALSE
1198,165,110,1921,141.390667,0,1,0,FALSE
1199,40,40,1993,301.41361,0,1,0,TRUE
1226,53,53,1997,256.388204,0,1,0,TRUE
3421,94,94,2011,5.161952,0,0,0,TRUE
3661,120,120,1990,508.173927,1,1,0,TRUE
1324,50,50,2008,277.589715,0,1,0,TRUE
1050,72,72,1980,128.519087,1,1,0,TRUE
3009,82,82,2010,272.316914,0,1,0,TRUE
7717,159,159,1998,233.146446,1,1,0,TRUE
2110,66,66,1969,150.37317,1,1,0,TRUE
7000,120,120,2001,663.012025,0,1,0,TRUE
1398,47,47,2011,2167.219403,0,1,1,TRUE
3481,231,108,2008,116.825981,0,0,0,FALSE
2567,79,79,2009,445.296064,0,1,1,TRUE
2489,81,81,1995,166.241235,0,1,0,TRUE
1201,242,57,1979,150.523943,0,1,0,FALSE
5420,335,156,1980,71.42886,0,1,0,FALSE
1120,153,48,2002,196.97895,0,1,0,FALSE
1874,133,89,2010,170.380502,0,1,0,FALSE
13760,205,205,2011,297.805172,1,1,0,TRUE
1720,254,153,1984,128.669646,0,1,0,FALSE
2340,65,65,2010,84.367006,0,1,0,TRUE
1800,138,66,2012,18.03298,0,1,0,FALSE
13740,257,257,2001,695.665925,0,1,1,TRUE
1504,50,50,2012,313.012092,0,1,0,TRUE
1275,45,45,2011,89.37445,0,1,0,TRUE
1023,162,29,1987,232.545144,0,1,0,FALSE
9079,339,77,1972,99.105124,0,1,0,FALSE
3380,75,75,1997,88.863625,0,1,0,TRUE
1174,54,54,1997,304.772772,0,1,1,TRUE
2115,43,43,2010,971.444535,0,1,0,TRUE
2000,69,69,2010,764.531927,0,1,1,TRUE
2400,65,65,2008,459.360083,0,1,0,TRUE
1341,46,46,2009,693.038795,0,1,0,TRUE
1312,217,77,1927,62.797054,0,1,0,FALSE
1408,32,32,2010,971.444535,0,1,0,TRUE
4975,328,140,2011,62.277516,0,1,0,FALSE
2201,61,61,2009,457.689814,0,1,0,TRUE
2540,38,38,2011,78.479138,0,1,0,TRUE
2072,100,100,1992,232.045119,1,1,0,TRUE
1490,91,91,1950,278.265269,0,1,0,TRUE
20400,253,253,1996,16.288523,1,1,0,TRUE
6941,419,103,1986,45.659365,0,1,0,FALSE
9789,140,140,2005,590.420799,0,1,0,TRUE
1839,47,47,2010,577.477388,0,1,0,TRUE
1739,49,49,2012,146.862106,1,1,0,TRUE
5354,140,140,2004,76.358657,0,1,0,TRUE
5985,276,140,2011,5.004361,0,0,0,FALSE
1310,154,49,2011,94.289582,0,0,0,FALSE
9780,260,140,2007,96.574041,0,1,0,FALSE
2319,159,110,2005,195.488152,0,1,0,FALSE
1672,60,60,2008,197.264973,0,1,0,TRUE
2350,87,87,2007,210.20841,0,1,0,TRUE
3517,85,85,2010,272.316914,0,1,0,TRUE
4700,78,78,2012,43.604538,0,1,0,TRUE
1986,62,62,2009,480.888334,0,1,0,TRUE
1908,40,40,2012,23.638223,1,1,0,TRUE
3538,47,47,2007,217.298625,1,1,0,TRUE
1717,126,89,2008,232.515051,0,0,0,FALSE
1176,136,55,1989,122.045278,0,1,0,FALSE
1060,100,130,1998,252.337516,0,1,0,FALSE
4420,75,75,2010,114.23818,1,1,1,TRUE
1654,80,80,1991,338.194381,0,1,0,TRUE
1353,40,40,2010,348.376721,0,1,0,TRUE
3690,80,80,2011,161.535565,0,1,0,TRUE
5033,383,252,1935,475.432833,0,1,0,FALSE
3444,42,42,2010,868.533515,1,1,0,TRUE
3410,78,78,2009,309.601015,0,1,0,TRUE
10832,370,173,2001,82.351798,0,1,0,FALSE
1726,78,78,2008,129.806332,0,1,0,TRUE
2753,80,80,2007,404.619293,1,1,0,TRUE
1406,57,57,2008,674.79489,0,1,0,TRUE
4892,70,70,2011,133.396107,0,1,0,TRUE
4084,68,68,2011,27.729697,0,1,1,TRUE
7696,682,185,2012,2.737282,0,0,0,FALSE
1141,195,89,1998,44.072308,0,1,0,FALSE
15029,231,231,2006,3.572774,0,0,0,TRUE
1773,132,84,2007,245.093168,0,1,0,FALSE
2529,56,56,2013,32.294795,0,1,0,TRUE
5082,107,107,2006,710.812437,1,1,0,TRUE
2550,58,58,2012,301.41361,0,1,0,TRUE
1400,240,95,1998,136.374955,0,1,0,FALSE
1822,78,78,1997,214.00272,0,1,0,TRUE
7752,360,162,1950,72.761452,0,1,0,FALSE
2137,83,83,2005,25.286432,0,1,0,TRUE
9311,611,185,2009,14.86577,0,0,0,FALSE
2317,58,58,2012,230.985594,1,1,0,TRUE
2032,138,180,1920,117.330244,0,1,0,FALSE
3379,122,83,2012,11.622707,0,1,0,FALSE
3307,84,84,2006,286.598724,0,1,0,TRUE
2300,120,120,1967,303.510315,0,1,0,TRUE
1313,59,59,2006,60.384793,0,1,0,TRUE
5716,122,122,2005,504.619397,0,1,0,TRUE
5592,187,92,1987,108.914423,0,1,0,FALSE
2167,63,63,2008,947.661563,0,1,1,TRUE
6143,2000,175,1945,64.546675,0,1,0,FALSE
3090,163,100,1967,108.884724,0,1,0,FALSE
2850,76,76,2008,323.861515,0,1,0,TRUE
8495,806,205,2004,48.563568,0,0,0,FALSE
2740,70,70,2010,52.961095,0,1,0,TRUE
1498,53,53,1999,479.860933,1,1,0,TRUE
1232,31,31,2009,289.791301,0,1,0,TRUE
4750,173,173,2011,27.887776,0,0,0,TRUE
1861,122,82,2010,33.978921,0,1,0,FALSE
1178,284,218,1985,43.057532,0,1,0,FALSE
1600,122,49,1993,233.040592,0,1,0,FALSE
1007,60,45,1996,452.122604,0,1,0,FALSE
1500,60,60,2006,110.838825,0,1,0,TRUE
1238,300,38,1983,82.742002,0,1,0,FALSE
3200,249,126,2001,46.821763,0,0,0,FALSE
1159,25,25,1954,1299.455934,1,1,1,TRUE
1176,980,36,1970,57.804793,0,1,0,FALSE
2772,69,69,1996,661.226216,0,1,0,TRUE
1113,28,28,2010,868.533515,1,1,0,TRUE
4265,64,64,2003,413.344363,0,1,0,TRUE
7869,193,193,1998,85.699238,1,1,0,TRUE
2607,75,75,1996,661.226216,0,1,0,TRUE
1300,109,60,2010,99.517355,0,1,0,FALSE
1750,200,71,1992,127.643923,0,1,0,FALSE
6050,139,139,2004,605.867664,0,1,0,TRUE
8801,139,139,2007,31.764999,0,1,0,TRUE
1525,34,34,2008,183.756079,1,1,0,TRUE
3467,106,106,2011,105.695867,0,1,0,TRUE
1603,231,66,1966,39.284426,0,1,0,FALSE
7485,93,93,2011,262.975304,1,1,1,TRUE
1445,99,57,2009,62.430708,0,0,0,FALSE
8200,220,176,2012,89.220838,0,1,0,FALSE
3512,292,109,2003,4.635395,0,0,0,FALSE
1743,65,65,2008,277.589715,0,1,0,TRUE
2454,88,88,2010,134.948125,1,1,0,TRUE
1376,200,63,1962,273.702451,0,1,0,FALSE
2236,51,51,2011,914.182405,0,1,0,TRUE
1440,149,59,2008,3.314876,0,1,0,FALSE
4118,104,104,2012,10.989714,0,0,0,TRUE
1877,58,58,2009,205.160476,0,1,0,TRUE
1799,35,35,2006,330.1135,1,1,1,TRUE
1150,203,170,1988,109.360908,0,1,0,FALSE
1742,62,62,1994,779.793549,0,1,0,TRUE
4012,256,72,1976,78.688439,0,1,1,FALSE
2573,61,61,2011,330.958661,0,1,0,TRUE
1551,130,58,2011,170.380502,0,1,0,FALSE
1717,136,136,1997,16.181725,0,0,0,TRUE
1781,47,47,2011,2167.219403,0,1,1,TRUE
2373,62,62,2010,29.580011,0,1,0,TRUE
1375,42,42,2012,139.137126,0,1,0,TRUE
1239,143,59,2011,140.520832,0,0,0,FALSE
2487,62,62,2009,634.018085,0,1,0,TRUE
5100,163,163,2003,55.000826000000004,0,1,0,TRUE
1072,47,47,2007,688.61892,0,1,0,TRUE
6000,136,136,2006,23.384465,0,1,0,TRUE
1190,175,56,2007,127.736799,0,0,0,FALSE
7326,99,99,2009,297.811518,0,1,0,TRUE
12460,140,140,2007,206.368036,0,1,0,TRUE
2189,122,83,2012,11.622707,0,1,0,FALSE
2699,66,66,2009,436.55063,0,1,0,TRUE
9500,130,130,2010,89.220838,0,1,0,TRUE
5596,140,140,1991,337.007592,1,1,1,TRUE
2919,67,67,1970,103.198232,0,1,1,TRUE
1183,28,28,2011,29.580011,0,1,0,TRUE
1026,84,54,1992,165.001501,0,1,1,FALSE
2282,69,69,2010,185.681606,0,1,0,TRUE
2516,249,103,1997,108.290348,0,1,0,FALSE
5287,280,50,1987,35.598359,0,1,0,FALSE
1853,500,163,1999,108.911766,0,1,0,FALSE
2804,63,63,2009,136.009323,0,1,0,TRUE
13000,263,263,2009,2.774713,0,0,0,TRUE
1317,58,58,2012,324.426633,0,1,0,TRUE
1570,94,94,1965,166.975977,1,1,0,TRUE
2879,76,76,2011,195.028942,0,1,0,TRUE
2008,158,63,1998,116.695937,0,1,0,FALSE
2080,69,69,1963,122.233178,0,1,0,TRUE
1497,36,36,2009,409.038624,0,1,0,TRUE
1952,57,57,2004,231.928391,0,1,0,TRUE
2325,80,80,1995,172.772974,0,1,0,TRUE
2500,111,111,1933,373.158751,0,1,1,TRUE
1215,40,40,2008,1166.744671,1,1,0,TRUE
2139,75,75,2009,445.296064,0,1,1,TRUE
4800,64,64,2008,303.878747,0,1,0,TRUE
3264,70,70,2008,512.061204,0,1,0,TRUE
1154,30,30,2009,1912.328661,1,1,0,TRUE
2051,253,81,1980,115.426938,0,1,0,FALSE
15801,233,233,2009,1.523755,0,0,0,TRUE
1545,45,45,2010,1171.490137,0,1,0,TRUE
2248,74,74,1995,464.921327,1,1,0,TRUE
2426,56,56,2009,385.175603,0,1,0,TRUE
5852,127,127,1976,160.240556,1,1,0,TRUE
7039,242,113,1999,97.228821,0,1,1,FALSE
1297,37,37,2010,1711.00197,1,1,0,TRUE
2000,216,78,2008,115.004019,0,0,0,FALSE
1631,59,59,2006,52.961095,0,1,0,TRUE
5930,173,173,2010,27.887776,0,0,0,TRUE
2075,53,53,2011,402.826797,0,1,0,TRUE
1146,121,88,1998,352.206643,0,1,0,FALSE
2855,200,99,1994,160.711692,0,1,0,FALSE
2618,36,36,2010,169.332257,0,1,0,TRUE
3290,93,93,2009,436.55063,0,1,0,TRUE
1669,31,31,2012,324.426633,0,1,0,TRUE
1072,28,28,2010,971.444535,0,1,0,TRUE
3518,218,82,1998,110.949305,0,1,0,FALSE
1168,32,32,2008,1188.255434,0,1,0,TRUE
4624,88,88,2010,234.399198,1,1,0,TRUE
1329,305,81,2004,113.694337,0,1,0,FALSE
4667,140,140,1998,309.601015,0,1,0,TRUE
1830,41,41,2012,4.402059,0,1,1,TRUE
1660,113,67,2008,218.775171,0,1,0,FALSE
1150,186,77,1950,171.305669,0,1,0,FALSE
22000,1281,451,2004,20.863091,0,0,0,FALSE
1807,73,73,1996,283.497452,1,1,0,TRUE
12619,170,170,2012,15.817097,0,0,0,TRUE
1398,30,30,2010,1378.061807,0,1,1,TRUE
1680,49,49,2009,1166.744671,1,1,0,TRUE
1748,31,31,2011,4.236334,1,1,1,TRUE
1849,67,67,2008,1552.79435,0,1,1,TRUE
10426,628,234,1998,56.315489,1,1,0,FALSE
1897,61,61,2008,1552.79435,0,1,1,TRUE
4186,323,87,1974,70.46737,1,1,0,FALSE
3493,62,62,1996,96.175326,0,1,0,TRUE
4519,83,83,1996,656.163109,0,1,0,TRUE
3727,98,98,2012,65.661126,0,1,0,TRUE
6946,122,122,2011,121.263351,1,1,0,TRUE
5939,139,139,2010,406.464151,1,1,0,TRUE
1770,472,48,1955,124.419659,0,1,0,FALSE
2073,75,75,2004,519.038399,0,1,0,TRUE
10591,176,111,1930,157.00075,0,1,0,FALSE
1111,153,48,1986,213.665538,0,1,0,FALSE
6019,110,110,2007,102.668795,1,1,0,TRUE
1396,151,59,2008,3.314876,0,1,0,FALSE
2780,130,130,1982,149.66606,0,1,0,TRUE
1152,64,64,1950,101.079958,0,1,0,TRUE
5820,253,79,1971,103.376472,0,1,0,FALSE
5216,113,113,1997,845.588231,0,1,1,TRUE
1398,53,53,2006,674.79489,0,1,0,TRUE
6966,157,157,1997,42.3598,0,0,0,TRUE
23325,1118,631,1996,28.624359,1,1,0,FALSE
4015,230,96,1975,64.899821,0,1,0,FALSE
1840,60,60,2009,2108.09314,0,1,1,TRUE
12300,143,143,2003,81.758931,0,1,0,TRUE
1041,164,67,1966,101.447197,0,1,0,FALSE
1178,158,54,1954,210.279086,0,1,0,FALSE
2091,160,86,2011,33.969678,0,0,0,FALSE
1349,510,176,1980,115.881003,0,1,0,FALSE
6588,153,153,2001,245.466347,0,1,1,TRUE
2795,241,122,1999,115.117333,0,1,0,FALSE
1202,31,31,2010,1295.27435,1,1,0,TRUE
2142,86,86,1948,252.292261,0,1,0,TRUE
2085,197,80,2001,201.523212,0,1,0,FALSE
4690,595,140,2007,28.536521,0,1,0,FALSE
1097,26,26,2009,1912.328661,1,1,0,TRUE
1185,126,49,2008,206.439391,0,0,0,FALSE
4464,132,132,2010,306.733721,1,1,0,TRUE
1365,140,73,2002,152.484641,0,1,0,FALSE
1010,71,52,2000,294.183858,0,1,0,FALSE
2627,210,72,1987,106.615944,0,1,1,FALSE
2396,172,84,2012,44.213063,0,0,0,FALSE
2787,520,141,1992,225.414984,0,0,0,FALSE
3898,67,67,2006,663.012025,0,1,0,TRUE
2094,52,52,1979,147.416552,1,1,1,TRUE
14350,416,140,1974,73.429357,0,1,0,FALSE
1869,60,60,1990,280.825821,0,1,0,TRUE
3790,51,51,2010,900.02415,0,1,0,TRUE
2800,44,44,1994,179.370795,1,1,1,TRUE
1418,34,34,2009,634.018085,0,1,0,TRUE
5493,123,123,2010,406.464151,1,1,0,TRUE
2893,263,122,1933,428.667552,0,1,0,FALSE
1032,70,70,1969,245.522486,0,1,0,TRUE
2088,35,35,2009,221.644984,0,1,0,TRUE
1035,34,34,2012,313.012092,0,1,0,TRUE
1573,48,48,2010,488.657483,1,1,0,TRUE
9472,375,296,1953,65.774934,1,1,0,FALSE
7615,140,140,2011,23.980163,0,0,0,TRUE
